AP890102-0081 0:0.33223684210526316 13:0.2532894736842105 5:0.2138157894736842 14:0.12171052631578948 15:0.029605263157894735 11:0.003289473684210526 12:0.003289473684210526 16:0.003289473684210526 17:0.003289473684210526 18:0.003289473684210526 19:0.003289473684210526 1:0.003289473684210526 2:0.003289473684210526 3:0.003289473684210526 4:0.003289473684210526 6:0.003289473684210526 7:0.003289473684210526 8:0.003289473684210526 9:0.003289473684210526 10:0.003289473684210526
AP890112-0205 7:0.4275956284153005 10:0.27459016393442626 3:0.08879781420765027 14:0.06693989071038252 13:0.056010928961748634 9:0.050546448087431695 11:0.017759562841530054 12:0.001366120218579235 15:0.001366120218579235 16:0.001366120218579235 17:0.001366120218579235 18:0.001366120218579235 19:0.001366120218579235 0:0.001366120218579235 1:0.001366120218579235 2:0.001366120218579235 4:0.001366120218579235 5:0.001366120218579235 6:0.001366120218579235 8:0.001366120218579235
AP890113-0058 7:0.3901673640167364 11:0.09728033472803348 10:0.08472803347280335 0:0.08054393305439331 1:0.08054393305439331 14:0.07635983263598327 9:0.05543933054393305 18:0.038702928870292884 16:0.030334728033472803 3:0.02615062761506276 19:0.013598326359832637 2:0.013598326359832637 15:0.005230125523012552 12:0.0010460251046025104 13:0.0010460251046025104 17:0.0010460251046025104 4:0.0010460251046025104 5:0.0010460251046025104 6:0.0010460251046025104 8:0.0010460251046025104
AP890116-0137 17:0.3007142857142857 14:0.155 7:0.11785714285714285 9:0.08642857142857142 0:0.07214285714285715 18:0.04928571428571429 10:0.04642857142857143 12:0.04071428571428572 3:0.04071428571428572 13:0.029285714285714286 15:0.015 6:0.012142857142857143 2:0.009285714285714286 16:0.0064285714285714285 1:0.0064285714285714285 4:0.0064285714285714285 11:0.0035714285714285713 19:7.142857142857143E-4 5:7.142857142857143E-4 8:7.142857142857143E-4
AP890116-0235 9:0.5833333333333334 14:0.21019900497512436 12:0.06592039800995025 10:0.055970149253731345 16:0.021144278606965175 1:0.01616915422885572 8:0.011194029850746268 15:0.006218905472636816 17:0.006218905472636816 19:0.006218905472636816 4:0.006218905472636816 11:0.0012437810945273632 13:0.0012437810945273632 18:0.0012437810945273632 0:0.0012437810945273632 2:0.0012437810945273632 3:0.0012437810945273632 5:0.0012437810945273632 6:0.0012437810945273632 7:0.0012437810945273632
AP890117-0045 10:0.4673913043478261 15:0.19409937888198758 14:0.13198757763975155 7:0.05124223602484472 2:0.03881987577639751 18:0.026397515527950312 19:0.020186335403726708 1:0.020186335403726708 9:0.013975155279503106 11:0.007763975155279503 0:0.007763975155279503 3:0.007763975155279503 12:0.0015527950310559005 13:0.0015527950310559005 16:0.0015527950310559005 17:0.0015527950310559005 4:0.0015527950310559005 5:0.0015527950310559005 6:0.0015527950310559005 8:0.0015527950310559005
AP890118-0178 6:0.5357142857142857 9:0.12301587301587301 18:0.11772486772486772 14:0.10185185185185185 10:0.06481481481481481 15:0.017195767195767195 5:0.011904761904761904 13:0.006613756613756613 19:0.006613756613756613 11:0.0013227513227513227 12:0.0013227513227513227 16:0.0013227513227513227 17:0.0013227513227513227 0:0.0013227513227513227 1:0.0013227513227513227 2:0.0013227513227513227 3:0.0013227513227513227 4:0.0013227513227513227 7:0.0013227513227513227 8:0.0013227513227513227
AP890118-0186 0:0.4505988023952096 7:0.13323353293413173 2:0.1092814371257485 17:0.07934131736526946 12:0.05538922155688623 14:0.04940119760479042 3:0.0374251497005988 9:0.0374251497005988 11:0.01347305389221557 10:0.01347305389221557 4:0.0074850299401197605 13:0.0014970059880239522 15:0.0014970059880239522 16:0.0014970059880239522 18:0.0014970059880239522 19:0.0014970059880239522 1:0.0014970059880239522 5:0.0014970059880239522 6:0.0014970059880239522 8:0.0014970059880239522
AP890118-0202 10:0.75 14:0.11708860759493671 7:0.04113924050632911 17:0.015822784810126583 3:0.015822784810126583 5:0.015822784810126583 11:0.0031645569620253164 12:0.0031645569620253164 13:0.0031645569620253164 15:0.0031645569620253164 16:0.0031645569620253164 18:0.0031645569620253164 19:0.0031645569620253164 0:0.0031645569620253164 1:0.0031645569620253164 2:0.0031645569620253164 4:0.0031645569620253164 6:0.0031645569620253164 8:0.0031645569620253164 9:0.0031645569620253164
AP890118-0217 10:0.5192307692307693 3:0.1141025641025641 7:0.09358974358974359 2:0.06794871794871794 15:0.06282051282051282 14:0.04230769230769231 0:0.016666666666666666 4:0.016666666666666666 6:0.016666666666666666 13:0.011538461538461539 17:0.011538461538461539 19:0.00641025641025641 5:0.00641025641025641 8:0.00641025641025641 11:0.001282051282051282 12:0.001282051282051282 16:0.001282051282051282 18:0.001282051282051282 1:0.001282051282051282 9:0.001282051282051282
AP890118-0226 15:0.4245689655172414 10:0.18318965517241378 17:0.11422413793103449 14:0.10560344827586207 18:0.07974137931034483 3:0.04525862068965517 7:0.010775862068965518 9:0.010775862068965518 11:0.0021551724137931034 12:0.0021551724137931034 13:0.0021551724137931034 16:0.0021551724137931034 19:0.0021551724137931034 0:0.0021551724137931034 1:0.0021551724137931034 2:0.0021551724137931034 4:0.0021551724137931034 5:0.0021551724137931034 6:0.0021551724137931034 8:0.0021551724137931034
AP890118-0281 9:0.27479338842975204 14:0.15082644628099173 16:0.13429752066115702 15:0.11776859504132231 10:0.1012396694214876 0:0.05991735537190083 11:0.05165289256198347 6:0.05165289256198347 3:0.01859504132231405 12:0.010330578512396695 7:0.010330578512396695 13:0.002066115702479339 17:0.002066115702479339 18:0.002066115702479339 19:0.002066115702479339 1:0.002066115702479339 2:0.002066115702479339 4:0.002066115702479339 5:0.002066115702479339 8:0.002066115702479339
AP890118-0323 9:0.9577294685990339 17:0.010869565217391304 12:0.006038647342995169 7:0.006038647342995169 11:0.0012077294685990338 13:0.0012077294685990338 14:0.0012077294685990338 15:0.0012077294685990338 16:0.0012077294685990338 18:0.0012077294685990338 19:0.0012077294685990338 0:0.0012077294685990338 1:0.0012077294685990338 2:0.0012077294685990338 3:0.0012077294685990338 4:0.0012077294685990338 5:0.0012077294685990338 6:0.0012077294685990338 8:0.0012077294685990338 10:0.0012077294685990338
AP890119-0098 7:0.49728260869565216 2:0.13496376811594202 14:0.09148550724637682 10:0.08423913043478261 12:0.07336956521739131 0:0.04076086956521739 1:0.026268115942028984 17:0.01177536231884058 8:0.01177536231884058 3:0.008152173913043478 16:0.004528985507246377 19:0.004528985507246377 5:0.004528985507246377 11:9.057971014492754E-4 13:9.057971014492754E-4 15:9.057971014492754E-4 18:9.057971014492754E-4 4:9.057971014492754E-4 6:9.057971014492754E-4 9:9.057971014492754E-4
AP890119-0245 7:0.45884146341463417 0:0.2027439024390244 2:0.09298780487804878 14:0.07469512195121951 10:0.056402439024390245 3:0.038109756097560975 1:0.025914634146341462 5:0.013719512195121951 15:0.007621951219512195 16:0.007621951219512195 17:0.007621951219512195 11:0.001524390243902439 12:0.001524390243902439 13:0.001524390243902439 18:0.001524390243902439 19:0.001524390243902439 4:0.001524390243902439 6:0.001524390243902439 8:0.001524390243902439 9:0.001524390243902439
AP890119-0303 9:0.9573170731707317 17:0.01097560975609756 11:0.006097560975609756 1:0.006097560975609756 12:0.0012195121951219512 13:0.0012195121951219512 14:0.0012195121951219512 15:0.0012195121951219512 16:0.0012195121951219512 18:0.0012195121951219512 19:0.0012195121951219512 0:0.0012195121951219512 2:0.0012195121951219512 3:0.0012195121951219512 4:0.0012195121951219512 5:0.0012195121951219512 6:0.0012195121951219512 7:0.0012195121951219512 8:0.0012195121951219512 10:0.0012195121951219512
AP890120-0100 3:0.3026315789473684 10:0.2424812030075188 9:0.15225563909774437 14:0.09210526315789473 15:0.07706766917293233 19:0.03195488721804511 7:0.03195488721804511 6:0.02443609022556391 11:0.009398496240601503 17:0.009398496240601503 18:0.009398496240601503 12:0.0018796992481203006 13:0.0018796992481203006 16:0.0018796992481203006 0:0.0018796992481203006 1:0.0018796992481203006 2:0.0018796992481203006 4:0.0018796992481203006 5:0.0018796992481203006 8:0.0018796992481203006
AP890120-0197 12:0.3247549019607843 9:0.31004901960784315 3:0.15318627450980393 15:0.06985294117647059 14:0.06004901960784314 11:0.020833333333333332 17:0.020833333333333332 18:0.011029411764705883 19:0.011029411764705883 0:0.006127450980392157 13:0.0012254901960784314 16:0.0012254901960784314 1:0.0012254901960784314 2:0.0012254901960784314 4:0.0012254901960784314 5:0.0012254901960784314 6:0.0012254901960784314 7:0.0012254901960784314 8:0.0012254901960784314 10:0.0012254901960784314
AP890120-0261 0:0.3067375886524823 13:0.16489361702127658 14:0.11524822695035461 5:0.10815602836879433 16:0.06560283687943262 7:0.051418439716312055 11:0.044326241134751775 15:0.044326241134751775 1:0.044326241134751775 18:0.015957446808510637 2:0.008865248226950355 3:0.008865248226950355 6:0.008865248226950355 12:0.0017730496453900709 17:0.0017730496453900709 19:0.0017730496453900709 4:0.0017730496453900709 8:0.0017730496453900709 9:0.0017730496453900709 10:0.0017730496453900709
AP890123-0263 3:0.6913333333333334 14:0.094 18:0.07 9:0.046 10:0.046 6:0.024666666666666667 11:0.014 12:0.0033333333333333335 0:0.0033333333333333335 13:6.666666666666666E-4 15:6.666666666666666E-4 16:6.666666666666666E-4 17:6.666666666666666E-4 19:6.666666666666666E-4 1:6.666666666666666E-4 2:6.666666666666666E-4 4:6.666666666666666E-4 5:6.666666666666666E-4 7:6.666666666666666E-4 8:6.666666666666666E-4
AP890125-0009 15:0.4769736842105263 10:0.2532894736842105 3:0.08223684210526316 13:0.04276315789473684 14:0.04276315789473684 18:0.029605263157894735 9:0.029605263157894735 11:0.003289473684210526 12:0.003289473684210526 16:0.003289473684210526 17:0.003289473684210526 19:0.003289473684210526 0:0.003289473684210526 1:0.003289473684210526 2:0.003289473684210526 4:0.003289473684210526 5:0.003289473684210526 6:0.003289473684210526 7:0.003289473684210526 8:0.003289473684210526
AP890125-0018 10:0.7242647058823529 15:0.1213235294117647 3:0.0625 16:0.01838235294117647 7:0.01838235294117647 11:0.003676470588235294 12:0.003676470588235294 13:0.003676470588235294 14:0.003676470588235294 17:0.003676470588235294 18:0.003676470588235294 19:0.003676470588235294 0:0.003676470588235294 1:0.003676470588235294 2:0.003676470588235294 4:0.003676470588235294 5:0.003676470588235294 6:0.003676470588235294 8:0.003676470588235294 9:0.003676470588235294
AP890126-0022 7:0.5054086538461539 14:0.13040865384615385 3:0.10877403846153846 2:0.07992788461538461 4:0.06790865384615384 12:0.04146634615384615 15:0.015024038461538462 16:0.015024038461538462 5:0.010216346153846154 6:0.0078125 8:0.0078125 13:0.0030048076923076925 0:0.0030048076923076925 11:6.009615384615385E-4 17:6.009615384615385E-4 18:6.009615384615385E-4 19:6.009615384615385E-4 1:6.009615384615385E-4 9:6.009615384615385E-4 10:6.009615384615385E-4
AP890126-0122 10:0.806910569105691 3:0.05894308943089431 14:0.042682926829268296 19:0.018292682926829267 1:0.018292682926829267 11:0.01016260162601626 18:0.01016260162601626 4:0.01016260162601626 12:0.0020325203252032522 13:0.0020325203252032522 15:0.0020325203252032522 16:0.0020325203252032522 17:0.0020325203252032522 0:0.0020325203252032522 2:0.0020325203252032522 5:0.0020325203252032522 6:0.0020325203252032522 7:0.0020325203252032522 8:0.0020325203252032522 9:0.0020325203252032522
AP890127-0130 5:0.2319277108433735 0:0.20783132530120482 14:0.15963855421686746 16:0.08734939759036145 13:0.07530120481927711 10:0.05120481927710843 8:0.0391566265060241 4:0.02710843373493976 11:0.015060240963855422 15:0.015060240963855422 18:0.015060240963855422 3:0.015060240963855422 6:0.015060240963855422 7:0.015060240963855422 9:0.015060240963855422 12:0.0030120481927710845 17:0.0030120481927710845 19:0.0030120481927710845 1:0.0030120481927710845 2:0.0030120481927710845
AP890127-0131 15:0.6071428571428571 9:0.0992063492063492 1:0.08333333333333333 14:0.06746031746031746 12:0.03571428571428571 17:0.01984126984126984 2:0.01984126984126984 3:0.01984126984126984 11:0.003968253968253968 13:0.003968253968253968 16:0.003968253968253968 18:0.003968253968253968 19:0.003968253968253968 0:0.003968253968253968 4:0.003968253968253968 5:0.003968253968253968 6:0.003968253968253968 7:0.003968253968253968 8:0.003968253968253968 10:0.003968253968253968
AP890129-0077 8:0.4992401215805471 14:0.30775075987841943 16:0.06155015197568389 9:0.04027355623100304 12:0.03115501519756839 5:0.018996960486322188 13:0.009878419452887538 18:0.006838905775075988 19:0.006838905775075988 3:0.003799392097264438 4:0.003799392097264438 7:0.003799392097264438 11:7.598784194528875E-4 15:7.598784194528875E-4 17:7.598784194528875E-4 0:7.598784194528875E-4 1:7.598784194528875E-4 2:7.598784194528875E-4 6:7.598784194528875E-4 10:7.598784194528875E-4
AP890130-0130 4:0.21103896103896103 10:0.21103896103896103 7:0.18506493506493507 15:0.12012987012987013 12:0.10714285714285714 1:0.06818181818181818 2:0.02922077922077922 6:0.02922077922077922 11:0.003246753246753247 13:0.003246753246753247 14:0.003246753246753247 16:0.003246753246753247 17:0.003246753246753247 18:0.003246753246753247 19:0.003246753246753247 0:0.003246753246753247 3:0.003246753246753247 5:0.003246753246753247 8:0.003246753246753247 9:0.003246753246753247
AP890131-0065 12:0.47413793103448276 10:0.16379310344827586 14:0.14901477832512317 7:0.0603448275862069 19:0.04556650246305419 9:0.02586206896551724 3:0.01600985221674877 13:0.011083743842364532 0:0.011083743842364532 4:0.011083743842364532 11:0.006157635467980296 16:0.006157635467980296 1:0.006157635467980296 2:0.006157635467980296 15:0.0012315270935960591 17:0.0012315270935960591 18:0.0012315270935960591 5:0.0012315270935960591 6:0.0012315270935960591 8:0.0012315270935960591
AP890201-0287 5:0.36952554744525545 14:0.2527372262773723 1:0.1104014598540146 18:0.07755474452554745 9:0.07755474452554745 16:0.06295620437956205 13:0.03375912408759124 10:0.004562043795620438 11:9.124087591240876E-4 12:9.124087591240876E-4 15:9.124087591240876E-4 17:9.124087591240876E-4 19:9.124087591240876E-4 0:9.124087591240876E-4 2:9.124087591240876E-4 3:9.124087591240876E-4 4:9.124087591240876E-4 6:9.124087591240876E-4 7:9.124087591240876E-4 8:9.124087591240876E-4
AP890202-0131 10:0.6565281899109793 3:0.15801186943620177 2:0.04228486646884273 14:0.030415430267062313 1:0.018545994065281898 4:0.015578635014836795 15:0.012611275964391691 16:0.012611275964391691 8:0.012611275964391691 19:0.009643916913946587 17:0.0066765578635014835 18:0.0066765578635014835 6:0.0066765578635014835 13:0.00370919881305638 7:0.00370919881305638 11:7.41839762611276E-4 12:7.41839762611276E-4 0:7.41839762611276E-4 5:7.41839762611276E-4 9:7.41839762611276E-4
AP890202-0142 10:0.4642857142857143 15:0.15 12:0.09285714285714286 2:0.06428571428571428 5:0.06428571428571428 11:0.03571428571428571 14:0.03571428571428571 13:0.007142857142857143 16:0.007142857142857143 17:0.007142857142857143 18:0.007142857142857143 19:0.007142857142857143 0:0.007142857142857143 1:0.007142857142857143 3:0.007142857142857143 4:0.007142857142857143 6:0.007142857142857143 7:0.007142857142857143 8:0.007142857142857143 9:0.007142857142857143
AP890202-0215 2:0.35771704180064307 7:0.35771704180064307 14:0.1647909967845659 18:0.03617363344051447 13:0.02652733118971061 11:0.02009646302250804 19:0.013665594855305467 16:0.0040192926045016075 0:0.0040192926045016075 4:0.0040192926045016075 8:0.0040192926045016075 12:8.038585209003215E-4 15:8.038585209003215E-4 17:8.038585209003215E-4 1:8.038585209003215E-4 3:8.038585209003215E-4 5:8.038585209003215E-4 6:8.038585209003215E-4 9:8.038585209003215E-4 10:8.038585209003215E-4
AP890202-0238 10:0.39335664335664333 1:0.17657342657342656 15:0.16258741258741258 14:0.07867132867132867 12:0.050699300699300696 6:0.043706293706293704 16:0.02972027972027972 13:0.015734265734265736 7:0.015734265734265736 18:0.008741258741258742 19:0.008741258741258742 11:0.0017482517482517483 17:0.0017482517482517483 0:0.0017482517482517483 2:0.0017482517482517483 3:0.0017482517482517483 4:0.0017482517482517483 5:0.0017482517482517483 8:0.0017482517482517483 9:0.0017482517482517483
AP890203-0057 10:0.7109929078014184 14:0.09397163120567376 2:0.09397163120567376 15:0.044326241134751775 11:0.008865248226950355 1:0.008865248226950355 3:0.008865248226950355 9:0.008865248226950355 12:0.0017730496453900709 13:0.0017730496453900709 16:0.0017730496453900709 17:0.0017730496453900709 18:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 6:0.0017730496453900709 7:0.0017730496453900709 8:0.0017730496453900709
AP890203-0058 0:0.4691780821917808 15:0.1678082191780822 5:0.1404109589041096 14:0.07191780821917808 10:0.05821917808219178 12:0.017123287671232876 19:0.017123287671232876 9:0.017123287671232876 11:0.003424657534246575 13:0.003424657534246575 16:0.003424657534246575 17:0.003424657534246575 18:0.003424657534246575 1:0.003424657534246575 2:0.003424657534246575 3:0.003424657534246575 4:0.003424657534246575 6:0.003424657534246575 7:0.003424657534246575 8:0.003424657534246575
AP890203-0092 10:0.29848484848484846 19:0.25606060606060604 9:0.12878787878787878 18:0.12272727272727273 14:0.09242424242424242 0:0.03787878787878788 15:0.013636363636363636 7:0.013636363636363636 12:0.007575757575757576 1:0.007575757575757576 3:0.007575757575757576 11:0.0015151515151515152 13:0.0015151515151515152 16:0.0015151515151515152 17:0.0015151515151515152 2:0.0015151515151515152 4:0.0015151515151515152 5:0.0015151515151515152 6:0.0015151515151515152 8:0.0015151515151515152
AP890203-0115 10:0.6408371040723982 14:0.09785067873303167 3:0.07296380090497738 18:0.034502262443438916 1:0.03223981900452489 19:0.02319004524886878 9:0.02319004524886878 7:0.018665158371040724 12:0.011877828054298642 17:0.009615384615384616 0:0.009615384615384616 2:0.007352941176470588 11:0.005090497737556561 13:0.005090497737556561 15:0.002828054298642534 4:0.002828054298642534 16:5.656108597285068E-4 5:5.656108597285068E-4 6:5.656108597285068E-4 8:5.656108597285068E-4
AP890204-0051 10:0.7027439024390244 14:0.07469512195121951 2:0.038109756097560975 18:0.03201219512195122 1:0.03201219512195122 9:0.03201219512195122 3:0.025914634146341462 19:0.019817073170731708 11:0.013719512195121951 16:0.007621951219512195 6:0.007621951219512195 12:0.001524390243902439 13:0.001524390243902439 15:0.001524390243902439 17:0.001524390243902439 0:0.001524390243902439 4:0.001524390243902439 5:0.001524390243902439 7:0.001524390243902439 8:0.001524390243902439
AP890204-0148 10:0.5611111111111111 14:0.18333333333333332 3:0.0811111111111111 13:0.05444444444444444 18:0.03222222222222222 1:0.027777777777777776 2:0.014444444444444444 11:0.01 9:0.01 12:0.005555555555555556 16:0.005555555555555556 5:0.005555555555555556 15:0.0011111111111111111 17:0.0011111111111111111 19:0.0011111111111111111 0:0.0011111111111111111 4:0.0011111111111111111 6:0.0011111111111111111 7:0.0011111111111111111 8:0.0011111111111111111
AP890205-0068 3:0.3344017094017094 14:0.21901709401709402 10:0.09935897435897435 7:0.09508547008547008 9:0.09508547008547008 1:0.06517094017094018 13:0.022435897435897436 18:0.018162393162393164 15:0.013888888888888888 2:0.013888888888888888 5:0.009615384615384616 12:0.005341880341880342 11:0.0010683760683760685 16:0.0010683760683760685 17:0.0010683760683760685 19:0.0010683760683760685 0:0.0010683760683760685 4:0.0010683760683760685 6:0.0010683760683760685 8:0.0010683760683760685
AP890206-0079 15:0.49683544303797467 10:0.20569620253164558 3:0.16772151898734178 17:0.04113924050632911 1:0.015822784810126583 5:0.015822784810126583 7:0.015822784810126583 11:0.0031645569620253164 12:0.0031645569620253164 13:0.0031645569620253164 14:0.0031645569620253164 16:0.0031645569620253164 18:0.0031645569620253164 19:0.0031645569620253164 0:0.0031645569620253164 2:0.0031645569620253164 4:0.0031645569620253164 6:0.0031645569620253164 8:0.0031645569620253164 9:0.0031645569620253164
AP890207-0205 0:0.375 17:0.2816666666666667 14:0.12833333333333333 8:0.06833333333333333 11:0.04833333333333333 13:0.021666666666666667 10:0.015 15:0.008333333333333333 16:0.008333333333333333 18:0.008333333333333333 19:0.008333333333333333 5:0.008333333333333333 9:0.008333333333333333 12:0.0016666666666666668 1:0.0016666666666666668 2:0.0016666666666666668 3:0.0016666666666666668 4:0.0016666666666666668 6:0.0016666666666666668 7:0.0016666666666666668
AP890208-0021 10:0.7130872483221476 14:0.10234899328859061 18:0.06879194630872483 19:0.06879194630872483 12:0.015100671140939598 2:0.008389261744966443 11:0.0016778523489932886 13:0.0016778523489932886 15:0.0016778523489932886 16:0.0016778523489932886 17:0.0016778523489932886 0:0.0016778523489932886 1:0.0016778523489932886 3:0.0016778523489932886 4:0.0016778523489932886 5:0.0016778523489932886 6:0.0016778523489932886 7:0.0016778523489932886 8:0.0016778523489932886 9:0.0016778523489932886
AP890208-0059 2:0.6930379746835443 14:0.17405063291139242 9:0.022151898734177215 18:0.017932489451476793 19:0.017932489451476793 4:0.017932489451476793 16:0.013713080168776372 0:0.013713080168776372 12:0.00949367088607595 11:0.005274261603375527 10:0.005274261603375527 13:0.0010548523206751054 15:0.0010548523206751054 17:0.0010548523206751054 1:0.0010548523206751054 3:0.0010548523206751054 5:0.0010548523206751054 6:0.0010548523206751054 7:0.0010548523206751054 8:0.0010548523206751054
