AP890101-0034 13:0.26973684210526316 9:0.18552631578947368 10:0.18026315789473685 0:0.175 18:0.12763157894736843 19:0.011842105263157895 2:0.011842105263157895 4:0.011842105263157895 1:0.006578947368421052 8:0.006578947368421052 11:0.0013157894736842105 12:0.0013157894736842105 14:0.0013157894736842105 15:0.0013157894736842105 16:0.0013157894736842105 17:0.0013157894736842105 3:0.0013157894736842105 5:0.0013157894736842105 6:0.0013157894736842105 7:0.0013157894736842105
AP890117-0091 15:0.28615702479338845 10:0.13739669421487602 14:0.125 3:0.12086776859504132 4:0.09607438016528926 1:0.07541322314049587 17:0.07128099173553719 13:0.025826446280991736 11:0.01756198347107438 19:0.01756198347107438 16:0.013429752066115703 18:0.005165289256198347 12:0.0010330578512396695 0:0.0010330578512396695 2:0.0010330578512396695 5:0.0010330578512396695 6:0.0010330578512396695 7:0.0010330578512396695 8:0.0010330578512396695 9:0.0010330578512396695
AP890117-0108 14:0.33610271903323263 10:0.2515105740181269 3:0.2122356495468278 15:0.1336858006042296 16:0.030966767371601207 12:0.024924471299093656 11:7.552870090634441E-4 13:7.552870090634441E-4 17:7.552870090634441E-4 18:7.552870090634441E-4 19:7.552870090634441E-4 0:7.552870090634441E-4 1:7.552870090634441E-4 2:7.552870090634441E-4 4:7.552870090634441E-4 5:7.552870090634441E-4 6:7.552870090634441E-4 7:7.552870090634441E-4 8:7.552870090634441E-4 9:7.552870090634441E-4
AP890117-0115 14:0.3028700906344411 10:0.290785498489426 3:0.21827794561933533 15:0.1216012084592145 12:0.024924471299093656 16:0.024924471299093656 6:0.006797583081570997 11:7.552870090634441E-4 13:7.552870090634441E-4 17:7.552870090634441E-4 18:7.552870090634441E-4 19:7.552870090634441E-4 0:7.552870090634441E-4 1:7.552870090634441E-4 2:7.552870090634441E-4 4:7.552870090634441E-4 5:7.552870090634441E-4 7:7.552870090634441E-4 8:7.552870090634441E-4 9:7.552870090634441E-4
AP890117-0154 18:0.21835443037974683 5:0.16772151898734178 8:0.16772151898734178 6:0.09177215189873418 10:0.09177215189873418 19:0.07911392405063292 12:0.05379746835443038 9:0.05379746835443038 3:0.028481012658227847 16:0.015822784810126583 11:0.0031645569620253164 13:0.0031645569620253164 14:0.0031645569620253164 15:0.0031645569620253164 17:0.0031645569620253164 0:0.0031645569620253164 1:0.0031645569620253164 2:0.0031645569620253164 4:0.0031645569620253164 7:0.0031645569620253164
AP890117-0164 5:0.8456678700361011 10:0.03700361010830325 6:0.026173285198555957 15:0.01895306859205776 8:0.015342960288808664 9:0.015342960288808664 16:0.011732851985559567 2:0.011732851985559567 4:0.004512635379061372 7:0.004512635379061372 11:9.025270758122744E-4 12:9.025270758122744E-4 13:9.025270758122744E-4 14:9.025270758122744E-4 17:9.025270758122744E-4 18:9.025270758122744E-4 19:9.025270758122744E-4 0:9.025270758122744E-4 1:9.025270758122744E-4 3:9.025270758122744E-4
AP890117-0177 13:0.5260180995475113 0:0.24547511312217193 8:0.08710407239819004 18:0.04638009049773756 4:0.019230769230769232 14:0.014705882352941176 15:0.010180995475113122 3:0.010180995475113122 11:0.005656108597285068 12:0.005656108597285068 16:0.005656108597285068 17:0.005656108597285068 5:0.005656108597285068 9:0.005656108597285068 19:0.0011312217194570137 1:0.0011312217194570137 2:0.0011312217194570137 6:0.0011312217194570137 7:0.0011312217194570137 10:0.0011312217194570137
AP890117-0219 16:0.2750965250965251 1:0.27123552123552125 10:0.2249034749034749 3:0.07046332046332046 2:0.05501930501930502 0:0.04343629343629344 4:0.02027027027027027 6:0.012548262548262547 13:0.004826254826254826 14:0.004826254826254826 15:0.004826254826254826 7:0.004826254826254826 11:9.652509652509653E-4 12:9.652509652509653E-4 17:9.652509652509653E-4 18:9.652509652509653E-4 19:9.652509652509653E-4 5:9.652509652509653E-4 8:9.652509652509653E-4 9:9.652509652509653E-4
AP890117-0237 9:0.3791390728476821 10:0.1605960264900662 2:0.12086092715231789 5:0.07450331125827815 16:0.06788079470198675 3:0.054635761589403975 6:0.054635761589403975 14:0.02152317880794702 17:0.02152317880794702 18:0.02152317880794702 13:0.008278145695364239 11:0.0016556291390728477 12:0.0016556291390728477 15:0.0016556291390728477 19:0.0016556291390728477 0:0.0016556291390728477 1:0.0016556291390728477 4:0.0016556291390728477 7:0.0016556291390728477 8:0.0016556291390728477
AP890118-0180 2:0.27973977695167285 10:0.25743494423791824 19:0.2016728624535316 5:0.09758364312267657 14:0.04553903345724907 18:0.041821561338289966 1:0.03066914498141264 9:0.019516728624535316 6:0.008364312267657992 13:0.004646840148698885 3:0.004646840148698885 11:9.293680297397769E-4 12:9.293680297397769E-4 15:9.293680297397769E-4 16:9.293680297397769E-4 17:9.293680297397769E-4 0:9.293680297397769E-4 4:9.293680297397769E-4 7:9.293680297397769E-4 8:9.293680297397769E-4
AP890119-0148 10:0.4431818181818182 14:0.13712121212121212 3:0.10075757575757575 18:0.08863636363636364 15:0.04924242424242424 16:0.04015151515151515 19:0.02803030303030303 2:0.025 9:0.025 1:0.02196969696969697 11:0.012878787878787878 7:0.012878787878787878 5:0.006818181818181818 8:0.003787878787878788 12:7.575757575757576E-4 13:7.575757575757576E-4 17:7.575757575757576E-4 0:7.575757575757576E-4 4:7.575757575757576E-4 6:7.575757575757576E-4
AP890119-0177 10:0.4203056768558952 14:0.21069868995633187 18:0.10589519650655022 3:0.08406113537117904 11:0.05349344978165939 9:0.03165938864628821 16:0.02292576419213974 7:0.02292576419213974 1:0.014192139737991267 2:0.014192139737991267 0:0.009825327510917031 12:0.001091703056768559 13:0.001091703056768559 15:0.001091703056768559 17:0.001091703056768559 19:0.001091703056768559 4:0.001091703056768559 5:0.001091703056768559 6:0.001091703056768559 8:0.001091703056768559
AP890119-0178 14:0.49659400544959126 4:0.29223433242506813 10:0.10967302452316076 15:0.027929155313351498 3:0.019754768392370572 16:0.0170299727520436 18:0.011580381471389645 13:0.008855585831062671 5:0.006130790190735695 8:0.0034059945504087193 11:6.811989100817438E-4 12:6.811989100817438E-4 17:6.811989100817438E-4 19:6.811989100817438E-4 0:6.811989100817438E-4 1:6.811989100817438E-4 2:6.811989100817438E-4 6:6.811989100817438E-4 7:6.811989100817438E-4 9:6.811989100817438E-4
AP890119-0214 17:0.31125 14:0.28625 10:0.25625 19:0.05125 0:0.04125 1:0.01625 11:0.01125 16:0.01125 12:0.00125 13:0.00125 15:0.00125 18:0.00125 2:0.00125 3:0.00125 4:0.00125 5:0.00125 6:0.00125 7:0.00125 8:0.00125 9:0.00125
AP890119-0216 14:0.5430327868852459 4:0.2889344262295082 6:0.07581967213114754 17:0.0430327868852459 0:0.010245901639344262 3:0.010245901639344262 11:0.0020491803278688526 12:0.0020491803278688526 13:0.0020491803278688526 15:0.0020491803278688526 16:0.0020491803278688526 18:0.0020491803278688526 19:0.0020491803278688526 1:0.0020491803278688526 2:0.0020491803278688526 5:0.0020491803278688526 7:0.0020491803278688526 8:0.0020491803278688526 9:0.0020491803278688526 10:0.0020491803278688526
AP890119-0227 5:0.523469387755102 1:0.22142857142857142 10:0.12755102040816327 16:0.07040816326530612 19:0.017346938775510204 2:0.009183673469387756 14:0.00510204081632653 3:0.00510204081632653 7:0.00510204081632653 9:0.00510204081632653 11:0.0010204081632653062 12:0.0010204081632653062 13:0.0010204081632653062 15:0.0010204081632653062 17:0.0010204081632653062 18:0.0010204081632653062 0:0.0010204081632653062 4:0.0010204081632653062 6:0.0010204081632653062 8:0.0010204081632653062
AP890119-0264 13:0.18323293172690763 16:0.16114457831325302 4:0.1209839357429719 10:0.09889558232931726 8:0.09086345381526105 0:0.06475903614457831 11:0.048694779116465865 1:0.048694779116465865 14:0.0426706827309237 9:0.03263052208835342 17:0.0286144578313253 2:0.026606425702811246 5:0.022590361445783132 19:0.010542168674698794 3:0.00853413654618474 15:0.006526104417670682 18:0.0025100401606425703 12:5.02008032128514E-4 6:5.02008032128514E-4 7:5.02008032128514E-4
AP890120-0005 0:0.35473815461346636 10:0.3023690773067332 16:0.20012468827930174 13:0.04800498753117207 15:0.02057356608478803 18:0.015586034912718205 2:0.013092269326683292 5:0.013092269326683292 8:0.013092269326683292 3:0.005610972568578554 12:0.003117206982543641 14:0.003117206982543641 6:0.003117206982543641 11:6.234413965087282E-4 17:6.234413965087282E-4 19:6.234413965087282E-4 1:6.234413965087282E-4 4:6.234413965087282E-4 7:6.234413965087282E-4 9:6.234413965087282E-4
AP890120-0073 10:0.43907563025210083 14:0.4222689075630252 18:0.03571428571428571 0:0.03571428571428571 16:0.018907563025210083 13:0.01050420168067227 2:0.01050420168067227 11:0.0021008403361344537 12:0.0021008403361344537 15:0.0021008403361344537 17:0.0021008403361344537 19:0.0021008403361344537 1:0.0021008403361344537 3:0.0021008403361344537 4:0.0021008403361344537 5:0.0021008403361344537 6:0.0021008403361344537 7:0.0021008403361344537 8:0.0021008403361344537 9:0.0021008403361344537
AP890120-0145 14:0.48267326732673266 4:0.27145214521452143 10:0.09323432343234324 0:0.04372937293729373 15:0.03052805280528053 17:0.017326732673267328 3:0.017326732673267328 18:0.014026402640264026 9:0.010726072607260726 13:0.007425742574257425 11:0.004125412541254125 12:8.250825082508251E-4 16:8.250825082508251E-4 19:8.250825082508251E-4 1:8.250825082508251E-4 2:8.250825082508251E-4 5:8.250825082508251E-4 6:8.250825082508251E-4 7:8.250825082508251E-4 8:8.250825082508251E-4
AP890120-0204 0:0.3548951048951049 10:0.28496503496503495 16:0.1963869463869464 13:0.06351981351981352 15:0.023892773892773892 18:0.014568764568764568 2:0.014568764568764568 8:0.014568764568764568 11:0.007575757575757576 9:0.007575757575757576 3:0.005244755244755245 6:0.005244755244755245 1:0.002913752913752914 12:5.827505827505828E-4 14:5.827505827505828E-4 17:5.827505827505828E-4 19:5.827505827505828E-4 4:5.827505827505828E-4 5:5.827505827505828E-4 7:5.827505827505828E-4
AP890121-0071 10:0.41764132553606237 3:0.19736842105263158 0:0.13693957115009747 2:0.08820662768031189 13:0.060916179337231965 19:0.027777777777777776 11:0.018031189083820662 16:0.014132553606237816 1:0.012183235867446393 9:0.012183235867446393 17:0.01023391812865497 12:4.873294346978557E-4 14:4.873294346978557E-4 15:4.873294346978557E-4 18:4.873294346978557E-4 4:4.873294346978557E-4 5:4.873294346978557E-4 6:4.873294346978557E-4 7:4.873294346978557E-4 8:4.873294346978557E-4
AP890121-0081 10:0.4629817444219067 3:0.2013184584178499 0:0.08367139959432049 9:0.05933062880324544 14:0.04310344827586207 19:0.04310344827586207 13:0.030933062880324543 2:0.028904665314401622 16:0.014705882352941176 8:0.010649087221095335 18:0.008620689655172414 1:0.004563894523326572 11:0.002535496957403651 5:0.002535496957403651 12:5.070993914807302E-4 15:5.070993914807302E-4 17:5.070993914807302E-4 4:5.070993914807302E-4 6:5.070993914807302E-4 7:5.070993914807302E-4
AP890121-0090 14:0.496875 4:0.14270833333333333 15:0.121875 7:0.06770833333333333 10:0.06770833333333333 12:0.034375 11:0.017708333333333333 1:0.017708333333333333 3:0.013541666666666667 0:0.009375 13:0.0010416666666666667 16:0.0010416666666666667 17:0.0010416666666666667 18:0.0010416666666666667 19:0.0010416666666666667 2:0.0010416666666666667 5:0.0010416666666666667 6:0.0010416666666666667 8:0.0010416666666666667 9:0.0010416666666666667
