AP890101-0010 2:0.24813432835820895 8:0.21828358208955223 6:0.13619402985074627 0:0.1287313432835821 13:0.06902985074626866 9:0.04664179104477612 12:0.024253731343283583 19:0.024253731343283583 4:0.024253731343283583 15:0.016791044776119403 1:0.016791044776119403 11:0.009328358208955223 14:0.009328358208955223 16:0.009328358208955223 17:0.009328358208955223 18:0.0018656716417910447 3:0.0018656716417910447 5:0.0018656716417910447 7:0.0018656716417910447 10:0.0018656716417910447
AP890105-0052 4:0.40657894736842104 16:0.11710526315789474 3:0.09605263157894736 7:0.08026315789473684 10:0.08026315789473684 6:0.06447368421052632 17:0.04342105263157895 12:0.03289473684210526 0:0.03289473684210526 18:0.017105263157894738 11:0.006578947368421052 14:0.006578947368421052 5:0.006578947368421052 13:0.0013157894736842105 15:0.0013157894736842105 19:0.0013157894736842105 1:0.0013157894736842105 2:0.0013157894736842105 8:0.0013157894736842105 9:0.0013157894736842105
AP890105-0203 19:0.3864942528735632 9:0.2025862068965517 8:0.1853448275862069 3:0.09339080459770115 11:0.035919540229885055 7:0.035919540229885055 12:0.02442528735632184 15:0.01293103448275862 16:0.007183908045977011 13:0.0014367816091954023 14:0.0014367816091954023 17:0.0014367816091954023 18:0.0014367816091954023 0:0.0014367816091954023 1:0.0014367816091954023 2:0.0014367816091954023 4:0.0014367816091954023 5:0.0014367816091954023 6:0.0014367816091954023 10:0.0014367816091954023
AP890105-0234 5:0.2611524163568773 17:0.1607806691449814 3:0.1496282527881041 7:0.08643122676579926 18:0.08271375464684015 8:0.07899628252788105 10:0.0604089219330855 19:0.03810408921933085 12:0.03066914498141264 4:0.02695167286245353 16:0.012081784386617101 1:0.004646840148698885 11:9.293680297397769E-4 13:9.293680297397769E-4 14:9.293680297397769E-4 15:9.293680297397769E-4 0:9.293680297397769E-4 2:9.293680297397769E-4 6:9.293680297397769E-4 9:9.293680297397769E-4
AP890105-0283 17:0.36348684210526316 4:0.17927631578947367 3:0.08717105263157894 2:0.06085526315789474 19:0.054276315789473686 9:0.054276315789473686 15:0.047697368421052634 18:0.04111842105263158 5:0.04111842105263158 10:0.03453947368421053 14:0.02138157894736842 11:0.001644736842105263 12:0.001644736842105263 13:0.001644736842105263 16:0.001644736842105263 0:0.001644736842105263 1:0.001644736842105263 6:0.001644736842105263 7:0.001644736842105263 8:0.001644736842105263
AP890106-0046 10:0.7382075471698113 14:0.13443396226415094 12:0.030660377358490566 3:0.030660377358490566 2:0.02122641509433962 17:0.01179245283018868 11:0.0023584905660377358 13:0.0023584905660377358 15:0.0023584905660377358 16:0.0023584905660377358 18:0.0023584905660377358 19:0.0023584905660377358 0:0.0023584905660377358 1:0.0023584905660377358 4:0.0023584905660377358 5:0.0023584905660377358 6:0.0023584905660377358 7:0.0023584905660377358 8:0.0023584905660377358 9:0.0023584905660377358
AP890106-0202 6:0.2979014598540146 4:0.11906934306569343 16:0.11541970802919709 7:0.09169708029197081 8:0.08987226277372262 5:0.06067518248175183 11:0.047901459854014596 13:0.04607664233576642 19:0.031478102189781025 9:0.031478102189781025 2:0.02052919708029197 3:0.01322992700729927 1:0.011405109489051095 18:0.007755474452554745 12:0.005930656934306569 15:0.004105839416058394 0:0.004105839416058394 14:4.562043795620438E-4 17:4.562043795620438E-4 10:4.562043795620438E-4
AP890106-0245 19:0.4859467455621302 15:0.16050295857988164 3:0.14866863905325445 14:0.0628698224852071 8:0.05103550295857988 18:0.04215976331360947 16:0.015532544378698224 4:0.015532544378698224 11:0.006656804733727811 6:0.0036982248520710057 12:7.396449704142012E-4 13:7.396449704142012E-4 17:7.396449704142012E-4 0:7.396449704142012E-4 1:7.396449704142012E-4 2:7.396449704142012E-4 5:7.396449704142012E-4 7:7.396449704142012E-4 9:7.396449704142012E-4 10:7.396449704142012E-4
AP890106-0247 14:0.6144859813084113 19:0.1378504672897196 10:0.09423676012461059 18:0.07242990654205607 8:0.04750778816199377 6:0.0132398753894081 15:0.003894080996884735 2:0.003894080996884735 5:0.003894080996884735 11:7.78816199376947E-4 12:7.78816199376947E-4 13:7.78816199376947E-4 16:7.78816199376947E-4 17:7.78816199376947E-4 0:7.78816199376947E-4 1:7.78816199376947E-4 3:7.78816199376947E-4 4:7.78816199376947E-4 7:7.78816199376947E-4 9:7.78816199376947E-4
AP890107-0040 1:0.4246987951807229 8:0.20783132530120482 11:0.08734939759036145 2:0.06325301204819277 13:0.0391566265060241 15:0.0391566265060241 5:0.0391566265060241 9:0.0391566265060241 17:0.02710843373493976 12:0.0030120481927710845 14:0.0030120481927710845 16:0.0030120481927710845 18:0.0030120481927710845 19:0.0030120481927710845 0:0.0030120481927710845 3:0.0030120481927710845 4:0.0030120481927710845 6:0.0030120481927710845 7:0.0030120481927710845 10:0.0030120481927710845
AP890107-0161 14:0.4026898734177215 8:0.20332278481012658 15:0.1843354430379747 10:0.07674050632911393 18:0.07041139240506329 3:0.01661392405063291 19:0.010284810126582278 5:0.010284810126582278 6:0.007120253164556962 2:0.003955696202531646 4:0.003955696202531646 7:0.003955696202531646 11:7.911392405063291E-4 12:7.911392405063291E-4 13:7.911392405063291E-4 16:7.911392405063291E-4 17:7.911392405063291E-4 0:7.911392405063291E-4 1:7.911392405063291E-4 9:7.911392405063291E-4
AP890110-0256 4:0.2582236842105263 7:0.20559210526315788 12:0.1069078947368421 6:0.10032894736842106 15:0.09375 8:0.08717105263157894 19:0.047697368421052634 14:0.027960526315789474 18:0.014802631578947368 2:0.014802631578947368 11:0.008223684210526315 13:0.008223684210526315 17:0.008223684210526315 10:0.008223684210526315 16:0.001644736842105263 0:0.001644736842105263 1:0.001644736842105263 3:0.001644736842105263 5:0.001644736842105263 9:0.001644736842105263
AP890110-0276 4:0.2092326139088729 10:0.19724220623501199 17:0.16127098321342925 15:0.12529976019184652 8:0.07733812949640288 9:0.0605515587529976 19:0.05575539568345324 12:0.03896882494004796 5:0.0341726618705036 14:0.024580335731414868 18:0.00539568345323741 13:0.002997601918465228 0:0.002997601918465228 11:5.995203836930455E-4 16:5.995203836930455E-4 1:5.995203836930455E-4 2:5.995203836930455E-4 3:5.995203836930455E-4 6:5.995203836930455E-4 7:5.995203836930455E-4
AP890111-0024 1:0.8418560606060606 8:0.05397727272727273 15:0.027462121212121212 6:0.019886363636363636 13:0.016098484848484848 16:0.008522727272727272 4:0.008522727272727272 9:0.008522727272727272 11:0.004734848484848485 12:9.46969696969697E-4 14:9.46969696969697E-4 17:9.46969696969697E-4 18:9.46969696969697E-4 19:9.46969696969697E-4 0:9.46969696969697E-4 2:9.46969696969697E-4 3:9.46969696969697E-4 5:9.46969696969697E-4 7:9.46969696969697E-4 10:9.46969696969697E-4
AP890111-0085 11:0.2845679012345679 8:0.19814814814814816 6:0.12901234567901235 19:0.07469135802469136 4:0.06975308641975309 13:0.06728395061728396 0:0.06481481481481481 7:0.05246913580246913 5:0.017901234567901235 16:0.010493827160493827 1:0.010493827160493827 2:0.008024691358024692 12:0.0030864197530864196 14:0.0030864197530864196 17:0.0030864197530864196 15:6.172839506172839E-4 18:6.172839506172839E-4 3:6.172839506172839E-4 9:6.172839506172839E-4 10:6.172839506172839E-4
AP890111-0181 12:0.41713483146067415 7:0.16432584269662923 8:0.11938202247191011 14:0.06882022471910113 3:0.06320224719101124 11:0.05196629213483146 17:0.046348314606741575 5:0.023876404494382022 13:0.012640449438202247 0:0.012640449438202247 15:0.007022471910112359 16:0.0014044943820224719 18:0.0014044943820224719 19:0.0014044943820224719 1:0.0014044943820224719 2:0.0014044943820224719 4:0.0014044943820224719 6:0.0014044943820224719 9:0.0014044943820224719 10:0.0014044943820224719
AP890112-0167 19:0.8495260663507109 8:0.06279620853080568 11:0.0533175355450237 16:0.005924170616113744 5:0.005924170616113744 6:0.005924170616113744 12:0.001184834123222749 13:0.001184834123222749 14:0.001184834123222749 15:0.001184834123222749 17:0.001184834123222749 18:0.001184834123222749 0:0.001184834123222749 1:0.001184834123222749 2:0.001184834123222749 3:0.001184834123222749 4:0.001184834123222749 7:0.001184834123222749 9:0.001184834123222749 10:0.001184834123222749
AP890113-0026 19:0.8611111111111112 8:0.07367149758454106 11:0.020531400966183576 9:0.01570048309178744 16:0.010869565217391304 12:0.0012077294685990338 13:0.0012077294685990338 14:0.0012077294685990338 15:0.0012077294685990338 17:0.0012077294685990338 18:0.0012077294685990338 0:0.0012077294685990338 1:0.0012077294685990338 2:0.0012077294685990338 3:0.0012077294685990338 4:0.0012077294685990338 5:0.0012077294685990338 6:0.0012077294685990338 7:0.0012077294685990338 10:0.0012077294685990338
AP890113-0077 15:0.15886699507389163 4:0.13916256157635468 8:0.12931034482758622 9:0.1145320197044335 16:0.10960591133004927 6:0.07512315270935961 19:0.07019704433497537 11:0.05541871921182266 14:0.02586206896551724 0:0.02586206896551724 2:0.02586206896551724 7:0.02586206896551724 5:0.020935960591133004 13:0.006157635467980296 17:0.006157635467980296 18:0.006157635467980296 12:0.0012315270935960591 1:0.0012315270935960591 3:0.0012315270935960591 10:0.0012315270935960591
AP890113-0257 3:0.6407967032967034 8:0.11332417582417582 15:0.0831043956043956 16:0.05563186813186813 18:0.030906593406593408 14:0.019917582417582416 17:0.017170329670329672 4:0.011675824175824176 19:0.006181318681318681 1:0.006181318681318681 6:0.006181318681318681 2:0.003434065934065934 11:6.868131868131869E-4 12:6.868131868131869E-4 13:6.868131868131869E-4 0:6.868131868131869E-4 5:6.868131868131869E-4 7:6.868131868131869E-4 9:6.868131868131869E-4 10:6.868131868131869E-4
AP890116-0137 6:0.48642857142857143 8:0.10928571428571429 4:0.10642857142857143 17:0.055 19:0.04642857142857143 9:0.03785714285714286 0:0.029285714285714286 5:0.029285714285714286 2:0.02642857142857143 14:0.023571428571428573 18:0.023571428571428573 16:0.0064285714285714285 3:0.0064285714285714285 12:0.0035714285714285713 13:0.0035714285714285713 1:0.0035714285714285713 11:7.142857142857143E-4 15:7.142857142857143E-4 7:7.142857142857143E-4 10:7.142857142857143E-4
AP890117-0264 10:0.7076446280991735 15:0.08367768595041322 8:0.05475206611570248 19:0.042355371900826444 16:0.03409090909090909 4:0.02169421487603306 12:0.01756198347107438 18:0.01756198347107438 3:0.009297520661157025 11:0.0010330578512396695 13:0.0010330578512396695 14:0.0010330578512396695 17:0.0010330578512396695 0:0.0010330578512396695 1:0.0010330578512396695 2:0.0010330578512396695 5:0.0010330578512396695 6:0.0010330578512396695 7:0.0010330578512396695 9:0.0010330578512396695
AP890118-0020 1:0.8943452380952381 2:0.025297619047619048 19:0.019345238095238096 8:0.019345238095238096 17:0.013392857142857142 6:0.00744047619047619 11:0.001488095238095238 12:0.001488095238095238 13:0.001488095238095238 14:0.001488095238095238 15:0.001488095238095238 16:0.001488095238095238 18:0.001488095238095238 0:0.001488095238095238 3:0.001488095238095238 4:0.001488095238095238 5:0.001488095238095238 7:0.001488095238095238 9:0.001488095238095238 10:0.001488095238095238
AP890119-0159 3:0.7046019900497512 15:0.1150497512437811 8:0.06529850746268656 14:0.04539800995024876 16:0.01554726368159204 5:0.013059701492537313 11:0.010572139303482588 19:0.010572139303482588 12:0.003109452736318408 13:0.003109452736318408 18:0.003109452736318408 1:0.003109452736318408 4:0.003109452736318408 17:6.218905472636816E-4 0:6.218905472636816E-4 2:6.218905472636816E-4 6:6.218905472636816E-4 7:6.218905472636816E-4 9:6.218905472636816E-4 10:6.218905472636816E-4
AP890119-0313 3:0.6441018766756033 15:0.13739946380697052 14:0.0596514745308311 8:0.0596514745308311 16:0.03284182305630027 19:0.024798927613941018 13:0.00871313672922252 1:0.00871313672922252 18:0.006032171581769437 6:0.006032171581769437 5:0.003351206434316354 7:0.003351206434316354 11:6.702412868632708E-4 12:6.702412868632708E-4 17:6.702412868632708E-4 0:6.702412868632708E-4 2:6.702412868632708E-4 4:6.702412868632708E-4 9:6.702412868632708E-4 10:6.702412868632708E-4
AP890119-0314 12:0.2269108280254777 9:0.21098726114649682 3:0.1823248407643312 8:0.14410828025477707 7:0.08678343949044585 11:0.05493630573248408 19:0.03264331210191083 14:0.016719745222929936 4:0.010350318471337579 2:0.007165605095541401 10:0.007165605095541401 13:0.003980891719745223 15:0.003980891719745223 0:0.003980891719745223 1:0.003980891719745223 16:7.961783439490446E-4 17:7.961783439490446E-4 18:7.961783439490446E-4 5:7.961783439490446E-4 6:7.961783439490446E-4
AP890119-0350 12:0.5469432314410481 8:0.16703056768558952 3:0.09716157205240175 14:0.05786026200873363 18:0.036026200873362446 6:0.02292576419213974 15:0.018558951965065504 5:0.014192139737991267 17:0.009825327510917031 19:0.009825327510917031 1:0.009825327510917031 11:0.001091703056768559 13:0.001091703056768559 16:0.001091703056768559 0:0.001091703056768559 2:0.001091703056768559 4:0.001091703056768559 7:0.001091703056768559 9:0.001091703056768559 10:0.001091703056768559
AP890120-0253 10:0.6402777777777777 4:0.10694444444444444 18:0.09027777777777778 14:0.05138888888888889 8:0.034722222222222224 17:0.02361111111111111 2:0.02361111111111111 3:0.0125 11:0.001388888888888889 12:0.001388888888888889 13:0.001388888888888889 15:0.001388888888888889 16:0.001388888888888889 19:0.001388888888888889 0:0.001388888888888889 1:0.001388888888888889 5:0.001388888888888889 6:0.001388888888888889 7:0.001388888888888889 9:0.001388888888888889
AP890121-0143 11:0.3125 12:0.21805555555555556 5:0.10694444444444444 19:0.09583333333333334 8:0.09583333333333334 17:0.0625 3:0.04027777777777778 13:0.02361111111111111 1:0.02361111111111111 0:0.006944444444444444 14:0.001388888888888889 15:0.001388888888888889 16:0.001388888888888889 18:0.001388888888888889 2:0.001388888888888889 4:0.001388888888888889 6:0.001388888888888889 7:0.001388888888888889 9:0.001388888888888889 10:0.001388888888888889
AP890123-0329 11:0.3248129675810474 12:0.19513715710723192 8:0.17269326683291772 7:0.11533665835411472 19:0.05798004987531172 17:0.03054862842892768 5:0.02805486284289277 13:0.023067331670822942 14:0.015586034912718205 0:0.01059850374064838 4:0.008104738154613466 9:0.008104738154613466 18:0.005610972568578554 15:6.234413965087282E-4 16:6.234413965087282E-4 1:6.234413965087282E-4 2:6.234413965087282E-4 3:6.234413965087282E-4 6:6.234413965087282E-4 10:6.234413965087282E-4
AP890124-0019 7:0.38122171945701355 0:0.18212669683257918 8:0.12330316742081449 11:0.06447963800904978 6:0.0418552036199095 19:0.03733031674208145 3:0.03733031674208145 15:0.032805429864253395 4:0.02828054298642534 2:0.019230769230769232 16:0.014705882352941176 13:0.010180995475113122 1:0.010180995475113122 9:0.010180995475113122 12:0.0011312217194570137 14:0.0011312217194570137 17:0.0011312217194570137 18:0.0011312217194570137 5:0.0011312217194570137 10:0.0011312217194570137
AP890124-0039 11:0.2556818181818182 7:0.12386363636363637 12:0.11022727272727273 19:0.11022727272727273 0:0.10113636363636364 9:0.07840909090909091 6:0.06931818181818182 5:0.04659090909090909 8:0.04659090909090909 1:0.023863636363636365 13:0.010227272727272727 15:0.010227272727272727 18:0.005681818181818182 14:0.0011363636363636363 16:0.0011363636363636363 17:0.0011363636363636363 2:0.0011363636363636363 3:0.0011363636363636363 4:0.0011363636363636363 10:0.0011363636363636363
AP890124-0096 4:0.22348484848484848 11:0.16792929292929293 2:0.13257575757575757 8:0.12247474747474747 13:0.11237373737373738 16:0.06691919191919192 6:0.036616161616161616 19:0.03156565656565657 9:0.026515151515151516 0:0.021464646464646464 14:0.011363636363636364 15:0.011363636363636364 17:0.011363636363636364 18:0.011363636363636364 3:0.006313131313131313 12:0.0012626262626262627 1:0.0012626262626262627 5:0.0012626262626262627 7:0.0012626262626262627 10:0.0012626262626262627
AP890124-0265 12:0.4085526315789474 8:0.22960526315789473 5:0.06644736842105263 13:0.034868421052631576 2:0.034868421052631576 0:0.03223684210526316 11:0.029605263157894735 14:0.029605263157894735 3:0.029605263157894735 16:0.021710526315789475 18:0.01644736842105263 7:0.01644736842105263 9:0.01644736842105263 4:0.01381578947368421 6:0.01381578947368421 1:0.003289473684210526 15:6.578947368421052E-4 17:6.578947368421052E-4 19:6.578947368421052E-4 10:6.578947368421052E-4
AP890125-0263 10:0.5589080459770115 14:0.16810344827586207 18:0.11637931034482758 15:0.08764367816091954 0:0.02442528735632184 17:0.01293103448275862 2:0.01293103448275862 11:0.0014367816091954023 12:0.0014367816091954023 13:0.0014367816091954023 16:0.0014367816091954023 19:0.0014367816091954023 1:0.0014367816091954023 3:0.0014367816091954023 4:0.0014367816091954023 5:0.0014367816091954023 6:0.0014367816091954023 7:0.0014367816091954023 8:0.0014367816091954023 9:0.0014367816091954023
AP890125-0316 3:0.7208333333333333 15:0.08083333333333333 8:0.07416666666666667 18:0.034166666666666665 16:0.024166666666666666 17:0.024166666666666666 19:0.014166666666666666 9:0.014166666666666666 6:0.004166666666666667 11:8.333333333333334E-4 12:8.333333333333334E-4 13:8.333333333333334E-4 14:8.333333333333334E-4 0:8.333333333333334E-4 1:8.333333333333334E-4 2:8.333333333333334E-4 4:8.333333333333334E-4 5:8.333333333333334E-4 7:8.333333333333334E-4 10:8.333333333333334E-4
AP890125-0325 12:0.4519867549668874 8:0.1870860927152318 5:0.14072847682119205 15:0.061258278145695365 7:0.048013245033112585 18:0.0347682119205298 14:0.02152317880794702 16:0.014900662251655629 10:0.014900662251655629 3:0.008278145695364239 11:0.0016556291390728477 13:0.0016556291390728477 17:0.0016556291390728477 19:0.0016556291390728477 0:0.0016556291390728477 1:0.0016556291390728477 2:0.0016556291390728477 4:0.0016556291390728477 6:0.0016556291390728477 9:0.0016556291390728477
AP890126-0264 18:0.31971153846153844 10:0.27163461538461536 3:0.1658653846153846 8:0.0985576923076923 15:0.0889423076923077 16:0.021634615384615384 11:0.002403846153846154 12:0.002403846153846154 13:0.002403846153846154 14:0.002403846153846154 17:0.002403846153846154 19:0.002403846153846154 0:0.002403846153846154 1:0.002403846153846154 2:0.002403846153846154 4:0.002403846153846154 5:0.002403846153846154 6:0.002403846153846154 7:0.002403846153846154 9:0.002403846153846154
AP890127-0266 15:0.6529649595687331 3:0.13544474393530997 14:0.10309973045822103 8:0.04649595687331536 18:0.03571428571428571 10:0.00876010781671159 4:0.006064690026954178 7:0.0033692722371967657 11:6.738544474393531E-4 12:6.738544474393531E-4 13:6.738544474393531E-4 16:6.738544474393531E-4 17:6.738544474393531E-4 19:6.738544474393531E-4 0:6.738544474393531E-4 1:6.738544474393531E-4 2:6.738544474393531E-4 5:6.738544474393531E-4 6:6.738544474393531E-4 9:6.738544474393531E-4
AP890127-0273 15:0.38386524822695034 2:0.22074468085106383 10:0.08953900709219859 3:0.08599290780141844 8:0.07535460992907801 18:0.05053191489361702 17:0.025709219858156027 14:0.022163120567375887 5:0.015070921985815602 19:0.01152482269503546 16:0.007978723404255319 0:0.004432624113475178 11:8.865248226950354E-4 12:8.865248226950354E-4 13:8.865248226950354E-4 1:8.865248226950354E-4 4:8.865248226950354E-4 6:8.865248226950354E-4 7:8.865248226950354E-4 9:8.865248226950354E-4
AP890130-0171 4:0.382396449704142 19:0.11908284023668639 8:0.09541420118343195 5:0.07174556213017752 7:0.053994082840236685 9:0.045118343195266274 17:0.04215976331360947 6:0.036242603550295856 12:0.03328402366863906 14:0.03328402366863906 10:0.027366863905325445 16:0.021449704142011833 0:0.01257396449704142 3:0.01257396449704142 15:0.006656804733727811 18:0.0036982248520710057 11:7.396449704142012E-4 13:7.396449704142012E-4 1:7.396449704142012E-4 2:7.396449704142012E-4
AP890131-0270 3:0.29573170731707316 19:0.28353658536585363 14:0.08841463414634146 17:0.06402439024390244 2:0.051829268292682924 15:0.039634146341463415 0:0.039634146341463415 12:0.027439024390243903 13:0.027439024390243903 5:0.027439024390243903 8:0.01524390243902439 9:0.01524390243902439 11:0.003048780487804878 16:0.003048780487804878 18:0.003048780487804878 1:0.003048780487804878 4:0.003048780487804878 6:0.003048780487804878 7:0.003048780487804878 10:0.003048780487804878
AP890131-0297 3:0.6104166666666667 15:0.06875 2:0.06041666666666667 8:0.06041666666666667 9:0.052083333333333336 17:0.04375 19:0.01875 12:0.010416666666666666 14:0.010416666666666666 16:0.010416666666666666 18:0.010416666666666666 0:0.010416666666666666 1:0.010416666666666666 4:0.010416666666666666 11:0.0020833333333333333 13:0.0020833333333333333 5:0.0020833333333333333 6:0.0020833333333333333 7:0.0020833333333333333 10:0.0020833333333333333
AP890201-0018 1:0.9301948051948052 8:0.027597402597402596 15:0.008116883116883116 3:0.008116883116883116 11:0.0016233766233766235 12:0.0016233766233766235 13:0.0016233766233766235 14:0.0016233766233766235 16:0.0016233766233766235 17:0.0016233766233766235 18:0.0016233766233766235 19:0.0016233766233766235 0:0.0016233766233766235 2:0.0016233766233766235 4:0.0016233766233766235 5:0.0016233766233766235 6:0.0016233766233766235 7:0.0016233766233766235 9:0.0016233766233766235 10:0.0016233766233766235
AP890201-0040 7:0.4732472324723247 8:0.19649446494464945 15:0.09317343173431734 13:0.07103321033210332 17:0.048892988929889296 6:0.03044280442804428 11:0.026752767527675275 12:0.01937269372693727 3:0.015682656826568265 9:0.008302583025830259 4:0.004612546125461255 10:0.004612546125461255 14:9.225092250922509E-4 16:9.225092250922509E-4 18:9.225092250922509E-4 19:9.225092250922509E-4 0:9.225092250922509E-4 1:9.225092250922509E-4 2:9.225092250922509E-4 5:9.225092250922509E-4
AP890201-0152 15:0.6493993993993994 3:0.15990990990990991 8:0.10585585585585586 14:0.054804804804804805 5:0.006756756756756757 10:0.006756756756756757 11:0.0037537537537537537 17:0.0037537537537537537 12:7.507507507507507E-4 13:7.507507507507507E-4 16:7.507507507507507E-4 18:7.507507507507507E-4 19:7.507507507507507E-4 0:7.507507507507507E-4 1:7.507507507507507E-4 2:7.507507507507507E-4 4:7.507507507507507E-4 6:7.507507507507507E-4 7:7.507507507507507E-4 9:7.507507507507507E-4
AP890201-0265 15:0.5677374301675978 14:0.1319832402234637 3:0.12918994413407822 8:0.10684357541899442 18:0.017458100558659217 9:0.017458100558659217 17:0.006284916201117319 10:0.006284916201117319 2:0.0034916201117318434 5:0.0034916201117318434 7:0.0034916201117318434 11:6.983240223463687E-4 12:6.983240223463687E-4 13:6.983240223463687E-4 16:6.983240223463687E-4 19:6.983240223463687E-4 0:6.983240223463687E-4 1:6.983240223463687E-4 4:6.983240223463687E-4 6:6.983240223463687E-4
