85	 Q0	AP890915-0075	1	2.378409467190358	 Exp
85	 Q0	AP890410-0010	53	1.7487276372941818	 Exp
85	 Q0	AP890930-0020	54	1.7458831606479193	 Exp
85	 Q0	AP890728-0172	55	1.744003621450785	 Exp
85	 Q0	AP891204-0155	56	1.7433038036160635	 Exp
85	 Q0	AP890425-0085	57	1.7427428421210247	 Exp
85	 Q0	AP890816-0130	58	1.7390304911551235	 Exp
85	 Q0	AP891012-0293	59	1.7353436056402973	 Exp
85	 Q0	AP891230-0081	60	1.7278557732070592	 Exp
85	 Q0	AP890318-0091	61	1.7248623325538275	 Exp
85	 Q0	AP890413-0182	62	1.7199226305609283	 Exp
85	 Q0	AP890912-0198	63	1.7157634864297138	 Exp
85	 Q0	AP891221-0151	64	1.7095183808233259	 Exp
85	 Q0	AP890522-0129	65	1.7077502794201767	 Exp
85	 Q0	AP890428-0084	66	1.7047244839887452	 Exp
85	 Q0	AP891118-0138	67	1.7041517796600825	 Exp
85	 Q0	AP890820-0019	68	1.6994598289122052	 Exp
85	 Q0	AP891123-0122	69	1.6929313752576882	 Exp
85	 Q0	AP890329-0034	70	1.6888995376879916	 Exp
85	 Q0	AP890323-0196	71	1.6886621963837507	 Exp
85	 Q0	AP891208-0269	72	1.679933040559142	 Exp
85	 Q0	AP890921-0154	73	1.679738807910418	 Exp
85	 Q0	AP890927-0183	74	1.6683640806179827	 Exp
85	 Q0	AP890501-0023	75	1.667674729500358	 Exp
85	 Q0	AP890807-0158	76	1.6622777748353723	 Exp
85	 Q0	AP890204-0096	77	1.6606182672895768	 Exp
85	 Q0	AP890222-0122	78	1.6605943305894317	 Exp
85	 Q0	AP891211-0013	79	1.659834869795777	 Exp
85	 Q0	AP891114-0142	80	1.65812054198585	 Exp
85	 Q0	AP890722-0065	81	1.6577020518746886	 Exp
85	 Q0	AP890809-0195	82	1.6542261280167891	 Exp
85	 Q0	AP890111-0042	83	1.6516311005901636	 Exp
85	 Q0	AP890714-0044	84	1.6512172487769716	 Exp
85	 Q0	AP890816-0159	85	1.6507645527131798	 Exp
85	 Q0	AP890613-0034	86	1.6491235441126464	 Exp
85	 Q0	AP891114-0240	87	1.647415654283666	 Exp
85	 Q0	AP890109-0072	88	1.647415654283666	 Exp
85	 Q0	AP890819-0056	89	1.647045559134837	 Exp
85	 Q0	AP891104-0107	90	1.646694554433647	 Exp
85	 Q0	AP890106-0119	91	1.6415197516534603	 Exp
85	 Q0	AP890223-0155	92	1.6412584569137016	 Exp
85	 Q0	AP891128-0061	93	1.6399735444639223	 Exp
85	 Q0	AP890530-0201	94	1.6365693457537285	 Exp
85	 Q0	AP890501-0055	95	1.635011779574287	 Exp
85	 Q0	AP891215-0157	96	1.6350084697910785	 Exp
85	 Q0	AP890207-0141	97	1.6244700660149884	 Exp
85	 Q0	AP890619-0191	98	1.6239841532890658	 Exp
85	 Q0	AP890511-0074	99	1.6235643796026649	 Exp
85	 Q0	AP890612-0143	100	1.6205133812634975	 Exp
85	 Q0	AP890612-0288	101	1.6205133812634975	 Exp
85	 Q0	AP891127-0164	102	1.6176257537029286	 Exp
85	 Q0	AP890522-0097	103	1.6154685171524372	 Exp
85	 Q0	AP890113-0060	104	1.6154602376523517	 Exp
85	 Q0	AP890919-0162	105	1.612634514625075	 Exp
85	 Q0	AP890516-0072	106	1.6104652840650107	 Exp
85	 Q0	AP890126-0155	107	1.6085046206618334	 Exp
85	 Q0	AP890727-0147	108	1.608195897428868	 Exp
85	 Q0	AP891016-0019	109	1.6071545998553298	 Exp
85	 Q0	AP891026-0169	110	1.6069603440452438	 Exp
85	 Q0	AP890722-0093	111	1.6059216403839778	 Exp
85	 Q0	AP890508-0042	112	1.6036998582364137	 Exp
85	 Q0	AP890829-0135	113	1.5995503274919223	 Exp
85	 Q0	AP890427-0118	114	1.5990439028842642	 Exp
85	 Q0	AP890108-0030	115	1.5979522081434325	 Exp
85	 Q0	AP891214-0124	116	1.5970572643134942	 Exp
85	 Q0	AP891215-0082	117	1.5959228478109482	 Exp
85	 Q0	AP890802-0095	118	1.5951666138797158	 Exp
85	 Q0	AP890422-0003	119	1.5917884463268932	 Exp
85	 Q0	AP891016-0154	120	1.589906897940388	 Exp
85	 Q0	AP891216-0047	121	1.5880790439724186	 Exp
85	 Q0	AP890308-0081	122	1.5863846349499287	 Exp
85	 Q0	AP890907-0239	123	1.5808547450631822	 Exp
85	 Q0	AP891116-0177	124	1.5756195705224	 Exp
85	 Q0	AP890825-0115	125	1.5754755480128324	 Exp
85	 Q0	AP890503-0173	126	1.5742611763311491	 Exp
85	 Q0	AP890304-0090	127	1.5738645633195134	 Exp
85	 Q0	AP890826-0062	128	1.573242453650888	 Exp
85	 Q0	AP890705-0089	129	1.573242453650888	 Exp
85	 Q0	AP890107-0080	130	1.5722310714664969	 Exp
85	 Q0	AP890313-0166	131	1.570435367255861	 Exp
85	 Q0	AP890516-0158	132	1.569980564475241	 Exp
85	 Q0	AP890414-0086	133	1.5638133809262311	 Exp
85	 Q0	AP890528-0005	134	1.5635243092525233	 Exp
85	 Q0	AP890607-0170	135	1.5613275613275612	 Exp
85	 Q0	AP890116-0016	136	1.5602312706657193	 Exp
85	 Q0	AP890510-0222	137	1.5593806505578534	 Exp
85	 Q0	AP890705-0049	138	1.5586450738024409	 Exp
85	 Q0	AP890706-0151	139	1.5582635137243952	 Exp
85	 Q0	AP890319-0046	140	1.5570097434866117	 Exp
85	 Q0	AP891023-0145	141	1.5527812826604661	 Exp
85	 Q0	AP890713-0204	142	1.550681942171304	 Exp
85	 Q0	AP891214-0093	143	1.5493986201409111	 Exp
85	 Q0	AP890629-0223	144	1.5478769434677289	 Exp
85	 Q0	AP890901-0164	145	1.5476190476190474	 Exp
85	 Q0	AP890715-0030	146	1.5470483406130588	 Exp
85	 Q0	AP890716-0041	147	1.5464991233235468	 Exp
85	 Q0	AP891116-0126	148	1.545359749739312	 Exp
85	 Q0	AP891214-0108	149	1.5445974514407186	 Exp
85	 Q0	AP890317-0145	150	1.5429616499576668	 Exp
85	 Q0	AP890908-0175	151	1.540807639244258	 Exp
85	 Q0	AP890704-0151	152	1.5406299261006433	 Exp
85	 Q0	AP890710-0012	153	1.5406299261006433	 Exp
85	 Q0	AP891222-0138	154	1.5405117100510402	 Exp
85	 Q0	AP891116-0078	155	1.5394692469271885	 Exp
85	 Q0	AP890125-0242	156	1.5388896302025044	 Exp
85	 Q0	AP890319-0016	157	1.5388896302025044	 Exp
85	 Q0	AP890420-0253	158	1.5376288666895281	 Exp
85	 Q0	AP890401-0001	159	1.5370941411209869	 Exp
85	 Q0	AP890505-0038	160	1.5360984205199166	 Exp
85	 Q0	AP890515-0012	161	1.5359987487628377	 Exp
85	 Q0	AP890520-0007	162	1.5341487142797656	 Exp
85	 Q0	AP891013-0123	163	1.533841645242719	 Exp
85	 Q0	AP890210-0103	164	1.5333333333333332	 Exp
85	 Q0	AP890216-0001	165	1.5327220562455337	 Exp
85	 Q0	AP890606-0160	166	1.531442261802754	 Exp
85	 Q0	AP890208-0035	167	1.5313981469200235	 Exp
85	 Q0	AP890612-0018	168	1.5306914849613589	 Exp
85	 Q0	AP890427-0224	169	1.530535531029387	 Exp
85	 Q0	AP890410-0125	170	1.5305291898389635	 Exp
85	 Q0	AP890105-0052	171	1.5302013422818792	 Exp
85	 Q0	AP890521-0093	172	1.5301522156769134	 Exp
85	 Q0	AP890419-0206	173	1.529851116178048	 Exp
85	 Q0	AP890503-0005	174	1.527967560455782	 Exp
85	 Q0	AP890624-0114	175	1.5279650119918577	 Exp
85	 Q0	AP890518-0222	176	1.5273842112563334	 Exp
85	 Q0	AP891205-0065	177	1.5271023171049207	 Exp
85	 Q0	AP890604-0017	178	1.526311064355157	 Exp
85	 Q0	AP890310-0260	179	1.5260804095395128	 Exp
85	 Q0	AP890611-0037	180	1.5260562410587106	 Exp
85	 Q0	AP890413-0055	181	1.524370319593687	 Exp
85	 Q0	AP890311-0134	182	1.5243168133678422	 Exp
85	 Q0	AP891215-0117	183	1.5234506187191608	 Exp
85	 Q0	AP891011-0208	184	1.5220497805064837	 Exp
85	 Q0	AP890903-0020	185	1.5212916459626555	 Exp
85	 Q0	AP890602-0137	186	1.5176365160838108	 Exp
85	 Q0	AP891218-0146	187	1.5164735338251378	 Exp
85	 Q0	AP890309-0268	188	1.5112230448679047	 Exp
85	 Q0	AP890123-0066	189	1.5106099052811854	 Exp
85	 Q0	AP891215-0244	190	1.5089762989022988	 Exp
85	 Q0	AP890907-0221	191	1.5088431669389664	 Exp
85	 Q0	AP891118-0181	192	1.5053233398273076	 Exp
85	 Q0	AP891124-0003	193	1.5053233398273076	 Exp
85	 Q0	AP891121-0061	194	1.504230121233678	 Exp
85	 Q0	AP891008-0001	195	1.5041099020969493	 Exp
85	 Q0	AP891002-0256	196	1.5041099020969493	 Exp
85	 Q0	AP891125-0047	197	1.5040832873597807	 Exp
85	 Q0	AP890723-0023	198	1.50189733653716	 Exp
85	 Q0	AP890125-0095	199	1.5014341543104242	 Exp
85	 Q0	AP890208-0025	200	1.5	 Exp
85	 Q0	AP890908-0024	201	1.4980740633404772	 Exp
85	 Q0	AP891219-0169	202	1.4979678851593126	 Exp
85	 Q0	AP890615-0083	203	1.494441033301781	 Exp
85	 Q0	AP891004-0157	204	1.4930065891592847	 Exp
85	 Q0	AP890113-0184	205	1.492063492063492	 Exp
85	 Q0	AP890727-0175	206	1.4911543892604362	 Exp
85	 Q0	AP890131-0031	207	1.490140213599674	 Exp
85	 Q0	AP891218-0055	208	1.4900666531309945	 Exp
85	 Q0	AP890828-0108	209	1.4891170526717743	 Exp
85	 Q0	AP890223-0263	210	1.4891033930829387	 Exp
85	 Q0	AP890219-0086	211	1.4888442147727297	 Exp
85	 Q0	AP890515-0088	212	1.4884910485933505	 Exp
85	 Q0	AP890427-0159	213	1.4880077041312032	 Exp
85	 Q0	AP890107-0129	214	1.487251402345742	 Exp
85	 Q0	AP890719-0198	215	1.484944815537336	 Exp
85	 Q0	AP890516-0020	216	1.4845457546768324	 Exp
85	 Q0	AP891221-0026	217	1.4841690594073602	 Exp
85	 Q0	AP890315-0312	218	1.4836330589836018	 Exp
85	 Q0	AP890516-0104	219	1.4817669565435714	 Exp
85	 Q0	AP891204-0075	220	1.4786670145748686	 Exp
85	 Q0	AP890617-0131	221	1.478262396303096	 Exp
85	 Q0	AP890517-0129	222	1.477225232547593	 Exp
85	 Q0	AP890127-0294	223	1.4758268730787472	 Exp
85	 Q0	AP890520-0131	224	1.4756476326996308	 Exp
85	 Q0	AP890117-0082	225	1.4751485395924844	 Exp
85	 Q0	AP891020-0199	226	1.474925702705079	 Exp
85	 Q0	AP890609-0161	227	1.4729651902423615	 Exp
85	 Q0	AP890912-0195	228	1.4724419092823637	 Exp
85	 Q0	AP891005-0243	229	1.4719615171726523	 Exp
85	 Q0	AP890118-0150	230	1.471092601454705	 Exp
85	 Q0	AP891122-0224	231	1.4706351921541796	 Exp
85	 Q0	AP891205-0212	232	1.470054466637773	 Exp
85	 Q0	AP891122-0227	233	1.4698946641601582	 Exp
85	 Q0	AP890120-0071	234	1.4685050568878486	 Exp
85	 Q0	AP890615-0143	235	1.4684171414416645	 Exp
85	 Q0	AP891202-0120	236	1.467930164427736	 Exp
85	 Q0	AP890629-0090	237	1.4675854772246355	 Exp
85	 Q0	AP891201-0028	238	1.4660552168999454	 Exp
85	 Q0	AP891114-0138	239	1.4658753709198813	 Exp
85	 Q0	AP890416-0034	240	1.4655703512767664	 Exp
85	 Q0	AP890222-0251	241	1.4654482027027593	 Exp
85	 Q0	AP890627-0039	242	1.4645982211689272	 Exp
85	 Q0	AP890525-0031	243	1.463798156143754	 Exp
85	 Q0	AP891025-0296	244	1.4630523279657033	 Exp
85	 Q0	AP890217-0079	245	1.4629812438302074	 Exp
85	 Q0	AP890517-0182	246	1.4620351248855001	 Exp
85	 Q0	AP891010-0100	247	1.4607273818490012	 Exp
85	 Q0	AP891128-0018	248	1.4590361928353386	 Exp
85	 Q0	AP890405-0073	249	1.458388476285412	 Exp
85	 Q0	AP890323-0129	250	1.4575415418899138	 Exp
85	 Q0	AP890125-0265	251	1.457083893718302	 Exp
85	 Q0	AP890503-0085	252	1.456178246328985	 Exp
85	 Q0	AP890309-0046	253	1.454723926380368	 Exp
85	 Q0	AP890518-0067	254	1.4546899046606425	 Exp
85	 Q0	AP891111-0095	255	1.45414611390907	 Exp
85	 Q0	AP890802-0123	256	1.453818872348511	 Exp
85	 Q0	AP890120-0029	257	1.4537906661165652	 Exp
85	 Q0	AP890502-0309	258	1.453653751839137	 Exp
85	 Q0	AP890707-0197	259	1.453400720725676	 Exp
85	 Q0	AP891002-0245	260	1.4533406861842966	 Exp
85	 Q0	AP891219-0105	261	1.4531970552777786	 Exp
85	 Q0	AP890510-0123	262	1.4522325089706882	 Exp
85	 Q0	AP890510-0168	263	1.4521320382253171	 Exp
85	 Q0	AP890210-0054	264	1.4517122932992716	 Exp
85	 Q0	AP890428-0196	265	1.4511571192250625	 Exp
85	 Q0	AP890705-0165	266	1.44963742768203	 Exp
85	 Q0	AP890921-0204	267	1.4495158543647055	 Exp
85	 Q0	AP890511-0114	268	1.4486803519061582	 Exp
85	 Q0	AP891113-0073	269	1.4479029985220113	 Exp
85	 Q0	AP890516-0052	270	1.446432788757345	 Exp
85	 Q0	AP890829-0220	271	1.446432788757345	 Exp
85	 Q0	AP890914-0082	272	1.4455088570578294	 Exp
85	 Q0	AP890222-0198	273	1.4449649637070743	 Exp
85	 Q0	AP890203-0268	274	1.444783431604372	 Exp
85	 Q0	AP891123-0158	275	1.4445684843280377	 Exp
85	 Q0	AP891027-0080	276	1.4442322167014034	 Exp
85	 Q0	AP890316-0157	277	1.4442322167014034	 Exp
85	 Q0	AP890201-0127	278	1.4437132273712374	 Exp
85	 Q0	AP891112-0056	279	1.4435002449915786	 Exp
85	 Q0	AP890516-0248	280	1.4435000573549983	 Exp
85	 Q0	AP890726-0213	281	1.4430379746835444	 Exp
85	 Q0	AP890820-0035	282	1.4414413390896008	 Exp
85	 Q0	AP890608-0025	283	1.4414209317531532	 Exp
85	 Q0	AP890221-0301	284	1.440965380654882	 Exp
85	 Q0	AP890628-0117	285	1.4409333981526498	 Exp
85	 Q0	AP890503-0026	286	1.4408871169323185	 Exp
85	 Q0	AP890904-0008	287	1.4395718573465077	 Exp
85	 Q0	AP890831-0207	288	1.4395718573465077	 Exp
85	 Q0	AP890630-0263	289	1.4395718573465077	 Exp
85	 Q0	AP890117-0133	290	1.4391246242395728	 Exp
85	 Q0	AP890308-0124	291	1.4391133072456253	 Exp
85	 Q0	AP890503-0199	292	1.438398043809395	 Exp
85	 Q0	AP890222-0205	293	1.438398043809395	 Exp
85	 Q0	AP890301-0135	294	1.4383283582089552	 Exp
85	 Q0	AP891108-0106	295	1.4383283582089552	 Exp
85	 Q0	AP890710-0180	296	1.4382398657958366	 Exp
85	 Q0	AP890515-0025	297	1.437642972553117	 Exp
85	 Q0	AP891213-0175	298	1.437087109144092	 Exp
85	 Q0	AP890630-0161	299	1.4364673263755834	 Exp
85	 Q0	AP891207-0102	300	1.4357344632768363	 Exp
85	 Q0	AP890119-0349	301	1.4354993605442694	 Exp
85	 Q0	AP890206-0085	302	1.4339937883550364	 Exp
85	 Q0	AP890304-0129	303	1.4318930989689347	 Exp
85	 Q0	AP890614-0106	304	1.4304558800516218	 Exp
85	 Q0	AP890412-0022	305	1.4294017599712125	 Exp
85	 Q0	AP890116-0144	306	1.4293283578371538	 Exp
85	 Q0	AP890315-0056	307	1.4286418604196482	 Exp
85	 Q0	AP891030-0144	308	1.4283056840610773	 Exp
85	 Q0	AP890509-0275	309	1.4273773046348102	 Exp
85	 Q0	AP890626-0020	310	1.4268759606791486	 Exp
85	 Q0	AP890831-0108	311	1.4264525267674875	 Exp
85	 Q0	AP890922-0061	312	1.4247369621281196	 Exp
85	 Q0	AP890313-0002	313	1.4241925465152008	 Exp
85	 Q0	AP891004-0158	314	1.4240252355544423	 Exp
85	 Q0	AP890126-0027	315	1.4223429898423525	 Exp
85	 Q0	AP890208-0164	316	1.4219919401266552	 Exp
85	 Q0	AP890329-0060	317	1.4206685429925665	 Exp
85	 Q0	AP890111-0041	318	1.4202908129543954	 Exp
85	 Q0	AP891215-0118	319	1.4201413882933456	 Exp
85	 Q0	AP890208-0246	320	1.4197684574544653	 Exp
85	 Q0	AP890621-0078	321	1.4195762663572402	 Exp
85	 Q0	AP891019-0241	322	1.4184949238216311	 Exp
85	 Q0	AP890428-0161	323	1.4183598849859511	 Exp
85	 Q0	AP890529-0098	324	1.418090712435258	 Exp
85	 Q0	AP891124-0062	325	1.4178838740378312	 Exp
85	 Q0	AP890308-0117	326	1.4170073095411728	 Exp
85	 Q0	AP890408-0082	327	1.4170073095411728	 Exp
85	 Q0	AP890111-0212	328	1.416950826821273	 Exp
85	 Q0	AP890222-0207	329	1.416550452246578	 Exp
85	 Q0	AP890314-0022	330	1.4163272422233653	 Exp
85	 Q0	AP890405-0092	331	1.4161033514998205	 Exp
85	 Q0	AP891219-0013	332	1.4159974749328361	 Exp
85	 Q0	AP890521-0017	333	1.4148624535322472	 Exp
85	 Q0	AP890208-0219	334	1.4146290711284546	 Exp
85	 Q0	AP891025-0258	335	1.4142428775572355	 Exp
85	 Q0	AP891014-0041	336	1.41414144311444	 Exp
85	 Q0	AP890821-0096	337	1.41414144311444	 Exp
85	 Q0	AP890508-0101	338	1.4140681484663018	 Exp
85	 Q0	AP890825-0200	339	1.4128118986530787	 Exp
85	 Q0	AP890104-0191	340	1.412741098789696	 Exp
85	 Q0	AP890301-0185	341	1.409949058555509	 Exp
85	 Q0	AP890801-0187	342	1.4097402597402597	 Exp
85	 Q0	AP890809-0019	343	1.409673099749373	 Exp
85	 Q0	AP890815-0158	344	1.409252843489902	 Exp
85	 Q0	AP891027-0159	345	1.4083019041928362	 Exp
85	 Q0	AP890525-0220	346	1.4080789215040412	 Exp
85	 Q0	AP890323-0202	347	1.4064751286449402	 Exp
85	 Q0	AP890505-0158	348	1.4046393313548544	 Exp
85	 Q0	AP890718-0024	349	1.4037087915797626	 Exp
85	 Q0	AP891229-0065	350	1.4031889995808324	 Exp
85	 Q0	AP891121-0145	351	1.402580312838853	 Exp
85	 Q0	AP890112-0232	352	1.4024590196009377	 Exp
85	 Q0	AP890116-0010	353	1.4024590196009377	 Exp
85	 Q0	AP891229-0060	354	1.4019721907418132	 Exp
85	 Q0	AP890621-0098	355	1.401881058923693	 Exp
85	 Q0	AP890319-0043	356	1.4016414617164794	 Exp
85	 Q0	AP890215-0154	357	1.4016414617164794	 Exp
85	 Q0	AP890228-0162	358	1.3996903207884723	 Exp
85	 Q0	AP890423-0064	359	1.3995804605558622	 Exp
85	 Q0	AP890703-0195	360	1.3995453321299647	 Exp
85	 Q0	AP890901-0165	361	1.3986271126919743	 Exp
85	 Q0	AP890804-0057	362	1.3984081568123636	 Exp
85	 Q0	AP890417-0164	363	1.3977567566233908	 Exp
85	 Q0	AP890107-0095	364	1.3977310762025237	 Exp
85	 Q0	AP890813-0031	365	1.3959218424073079	 Exp
85	 Q0	AP890704-0112	366	1.3951927978647056	 Exp
85	 Q0	AP890517-0081	367	1.395192154592378	 Exp
85	 Q0	AP890412-0202	368	1.3947959001218662	 Exp
85	 Q0	AP890725-0150	369	1.394718465684516	 Exp
85	 Q0	AP890726-0241	370	1.394219598034844	 Exp
85	 Q0	AP891202-0057	371	1.3938482169397135	 Exp
85	 Q0	AP890728-0026	372	1.393517304660734	 Exp
85	 Q0	AP890517-0185	373	1.3928866437920955	 Exp
85	 Q0	AP890923-0026	374	1.3925598183617627	 Exp
85	 Q0	AP890209-0167	375	1.3922633413783854	 Exp
85	 Q0	AP890529-0114	376	1.3919549164399534	 Exp
85	 Q0	AP890208-0056	377	1.3907218541692088	 Exp
85	 Q0	AP890424-0044	378	1.3903673366270541	 Exp
85	 Q0	AP890529-0059	379	1.3903582942333155	 Exp
85	 Q0	AP890712-0219	380	1.389592123769339	 Exp
85	 Q0	AP890213-0094	381	1.3895615183246073	 Exp
85	 Q0	AP890517-0232	382	1.3893693347503298	 Exp
85	 Q0	AP890515-0059	383	1.3891555420967185	 Exp
85	 Q0	AP890220-0036	384	1.3886302320007564	 Exp
85	 Q0	AP890629-0059	385	1.3880195488288407	 Exp
85	 Q0	AP891113-0131	386	1.3859999764205253	 Exp
85	 Q0	AP890630-0022	387	1.3854526729876595	 Exp
85	 Q0	AP891115-0165	388	1.3842135171504886	 Exp
85	 Q0	AP890117-0144	389	1.3839865060924597	 Exp
85	 Q0	AP890711-0160	390	1.3839865060924594	 Exp
85	 Q0	AP891215-0103	391	1.383036300865166	 Exp
85	 Q0	AP890811-0024	392	1.3826475683912227	 Exp
85	 Q0	AP890228-0242	393	1.3819791091178604	 Exp
85	 Q0	AP890724-0073	394	1.3818508005264056	 Exp
85	 Q0	AP891211-0049	395	1.3818158870382873	 Exp
85	 Q0	AP890519-0067	396	1.380280218405522	 Exp
85	 Q0	AP890601-0128	397	1.3799987617376948	 Exp
85	 Q0	AP891217-0078	398	1.3794889035033235	 Exp
85	 Q0	AP891103-0033	399	1.3786848072562359	 Exp
85	 Q0	AP890211-0092	400	1.3783553480393786	 Exp
85	 Q0	AP890506-0088	401	1.3776449875130372	 Exp
85	 Q0	AP890428-0072	402	1.3774094082888966	 Exp
85	 Q0	AP890919-0084	403	1.376930109094214	 Exp
85	 Q0	AP891212-0252	404	1.376684365323575	 Exp
85	 Q0	AP890724-0039	405	1.376387193282988	 Exp
85	 Q0	AP890220-0116	406	1.3763454991855646	 Exp
85	 Q0	AP890508-0058	407	1.3760445682451252	 Exp
85	 Q0	AP890210-0227	408	1.3760127787513654	 Exp
85	 Q0	AP890322-0043	409	1.375993073841832	 Exp
85	 Q0	AP890321-0001	410	1.3751778670623152	 Exp
85	 Q0	AP890525-0204	411	1.3751488381025543	 Exp
85	 Q0	AP891216-0051	412	1.3746701552310898	 Exp
85	 Q0	AP890206-0163	413	1.3746701552310898	 Exp
85	 Q0	AP890401-0013	414	1.3733498773907797	 Exp
85	 Q0	AP890921-0085	415	1.3720361456570824	 Exp
85	 Q0	AP890131-0139	416	1.371833337440548	 Exp
85	 Q0	AP891222-0251	417	1.3716107394800066	 Exp
85	 Q0	AP890602-0187	418	1.3713743941193786	 Exp
85	 Q0	AP891113-0075	419	1.3709353501687818	 Exp
85	 Q0	AP890419-0101	420	1.370811010435447	 Exp
85	 Q0	AP890708-0104	421	1.3705283964279233	 Exp
85	 Q0	AP890601-0190	422	1.3699495691513062	 Exp
85	 Q0	AP890802-0043	423	1.3694805194805195	 Exp
85	 Q0	AP890125-0174	424	1.3694059951178204	 Exp
85	 Q0	AP890207-0091	425	1.369130669271708	 Exp
85	 Q0	AP890520-0002	426	1.3687337404608453	 Exp
85	 Q0	AP890426-0183	427	1.367641454789342	 Exp
85	 Q0	AP890421-0074	428	1.3676394643607759	 Exp
85	 Q0	AP891225-0110	429	1.3670757342657092	 Exp
85	 Q0	AP890322-0297	430	1.3666224724647162	 Exp
85	 Q0	AP890713-0075	431	1.3661351878062842	 Exp
85	 Q0	AP890703-0156	432	1.3658713271024836	 Exp
85	 Q0	AP890419-0264	433	1.3655391522715168	 Exp
85	 Q0	AP891022-0044	434	1.3647808447498524	 Exp
85	 Q0	AP890525-0103	435	1.3647634873948449	 Exp
85	 Q0	AP890107-0037	436	1.3647634873948449	 Exp
85	 Q0	AP890216-0085	437	1.3647634873948447	 Exp
85	 Q0	AP890308-0199	438	1.3644401301153444	 Exp
85	 Q0	AP890127-0199	439	1.364006118346612	 Exp
85	 Q0	AP890915-0040	440	1.3635311449386398	 Exp
85	 Q0	AP890406-0049	441	1.3632409073715341	 Exp
85	 Q0	AP890209-0095	442	1.3630685655787724	 Exp
85	 Q0	AP890616-0135	443	1.3628691369010224	 Exp
85	 Q0	AP890626-0150	444	1.3622168906842602	 Exp
85	 Q0	AP891030-0093	445	1.3622168906842602	 Exp
85	 Q0	AP890124-0189	446	1.3620797024579003	 Exp
85	 Q0	AP890526-0080	447	1.3620604308569617	 Exp
85	 Q0	AP890826-0137	448	1.3617131062951497	 Exp
85	 Q0	AP891216-0125	449	1.36029230175825	 Exp
85	 Q0	AP890619-0115	450	1.3601887895509832	 Exp
85	 Q0	AP890508-0253	451	1.3594279340047646	 Exp
85	 Q0	AP890110-0186	452	1.3591515712184632	 Exp
85	 Q0	AP890517-0282	453	1.3586679449903558	 Exp
85	 Q0	AP890805-0049	454	1.3584632768361582	 Exp
