85	 Q0	AP890704-0150	1	-65.58518590988717	 LM
85	 Q0	AP890319-0016	149	-67.96353312359187	 LM
85	 Q0	AP890515-0012	150	-67.96360891274645	 LM
85	 Q0	AP891004-0158	151	-67.9636847009437	 LM
85	 Q0	AP890208-0035	152	-67.96402573598515	 LM
85	 Q0	AP890503-0005	153	-67.96436675164354	 LM
85	 Q0	AP891019-0241	154	-67.96440464107587	 LM
85	 Q0	AP890713-0204	155	-67.9646319726453	 LM
85	 Q0	AP890629-0223	156	-67.96485929560178	 LM
85	 Q0	AP890621-0098	157	-67.96576850131132	 LM
85	 Q0	AP890607-0170	158	-67.96599578121285	 LM
85	 Q0	AP890528-0005	159	-67.96633668492342	 LM
85	 Q0	AP890410-0125	160	-67.96785157822619	 LM
85	 Q0	AP891202-0120	161	-67.96830597164275	 LM
85	 Q0	AP890208-0246	162	-67.97110730421937	 LM
85	 Q0	AP890825-0200	163	-67.97318852875706	 LM
85	 Q0	AP891208-0269	164	-68.01980488237407	 LM
85	 Q0	AP890329-0034	165	-68.01980488237407	 LM
85	 Q0	AP890612-0143	166	-68.0238638449645	 LM
85	 Q0	AP890612-0288	167	-68.0238638449645	 LM
85	 Q0	AP890727-0147	168	-68.02401552865346	 LM
85	 Q0	AP890412-0022	169	-68.02492555026822	 LM
85	 Q0	AP890329-0060	170	-68.02572170597469	 LM
85	 Q0	AP890313-0166	171	-68.02678308260823	 LM
85	 Q0	AP891214-0093	172	-68.02795795920255	 LM
85	 Q0	AP891205-0065	173	-68.02909471755008	 LM
85	 Q0	AP890427-0169	174	-68.03371531732017	 LM
85	 Q0	AP890112-0232	175	-68.03920238997111	 LM
85	 Q0	AP890116-0010	176	-68.03920238997111	 LM
85	 Q0	AP890405-0073	177	-68.04072170685642	 LM
85	 Q0	AP890308-0124	178	-68.0423915783377	 LM
85	 Q0	AP890511-0121	179	-68.0610700219844	 LM
85	 Q0	AP890113-0060	180	-68.08781104907328	 LM
85	 Q0	AP890829-0135	181	-68.08887364750873	 LM
85	 Q0	AP891010-0100	182	-68.09016369266529	 LM
85	 Q0	AP890210-0054	183	-68.09103621301772	 LM
85	 Q0	AP890503-0026	184	-68.09190860650665	 LM
85	 Q0	AP890831-0108	185	-68.09346342820069	 LM
85	 Q0	AP890309-0268	186	-68.09452502616115	 LM
85	 Q0	AP890727-0175	187	-68.09535900709466	 LM
85	 Q0	AP890704-0112	188	-68.09729188080817	 LM
85	 Q0	AP890520-0131	189	-68.09770869351735	 LM
85	 Q0	AP891002-0245	190	-68.0986180025705	 LM
85	 Q0	AP890921-0204	191	-68.0986180025705	 LM
85	 Q0	AP890515-0025	192	-68.09956505298396	 LM
85	 Q0	AP890419-0101	193	-68.10058769955789	 LM
85	 Q0	AP891217-0078	194	-68.10456300234688	 LM
85	 Q0	AP890516-0072	195	-68.1379673766696	 LM
85	 Q0	AP891026-0169	196	-68.13823298343883	 LM
85	 Q0	AP890802-0095	197	-68.1388400404774	 LM
85	 Q0	AP890907-0239	198	-68.13971257737997	 LM
85	 Q0	AP890825-0115	199	-68.14012983278788	 LM
85	 Q0	AP891208-0021	200	-68.14050913070754	 LM
85	 Q0	AP890408-0082	201	-68.14134350173852	 LM
85	 Q0	AP890308-0117	202	-68.14134350173852	 LM
85	 Q0	AP890706-0151	203	-68.14141934789723	 LM
85	 Q0	AP890420-0253	204	-68.14263275606154	 LM
85	 Q0	AP890707-0197	205	-68.1431635449785	 LM
85	 Q0	AP890903-0020	206	-68.14335310106975	 LM
85	 Q0	AP890508-0101	207	-68.14365637836003	 LM
85	 Q0	AP891222-0251	208	-68.1438080112568	 LM
85	 Q0	AP891124-0003	209	-68.1442628869559	 LM
85	 Q0	AP891118-0181	210	-68.1442628869559	 LM
85	 Q0	AP891215-0244	211	-68.14441450452587	 LM
85	 Q0	AP890908-0024	212	-68.14449031187414	 LM
85	 Q0	AP890515-0059	213	-68.14452821518908	 LM
85	 Q0	AP891007-0068	214	-68.14551361734276	 LM
85	 Q0	AP890210-0227	215	-68.14558941080558	 LM
85	 Q0	AP890828-0108	216	-68.14558941080558	 LM
85	 Q0	AP891008-0001	217	-68.14562730717795	 LM
85	 Q0	AP891002-0256	218	-68.14562730717795	 LM
85	 Q0	AP891105-0100	219	-68.14653674831548	 LM
85	 Q0	AP890526-0080	220	-68.14801429622486	 LM
85	 Q0	AP891203-0012	221	-68.14877187198344	 LM
85	 Q0	AP890710-0180	222	-68.14933999103637	 LM
85	 Q0	AP890314-0221	223	-68.15206621393936	 LM
85	 Q0	AP890520-0002	224	-68.15471552137777	 LM
85	 Q0	AP890612-0216	225	-68.15551008555103	 LM
85	 Q0	AP890327-0092	226	-68.15645585810728	 LM
85	 Q0	AP891127-0079	227	-68.1700355361566	 LM
85	 Q0	AP890708-0076	228	-68.1964658292988	 LM
85	 Q0	AP890807-0158	229	-68.24063321616512	 LM
85	 Q0	AP890809-0195	230	-68.24101282124943	 LM
85	 Q0	AP890511-0074	231	-68.24275869536903	 LM
85	 Q0	AP890120-0071	232	-68.2438211526838	 LM
85	 Q0	AP890901-0164	233	-68.24401085740841	 LM
85	 Q0	AP891201-0028	234	-68.24404879763358	 LM
85	 Q0	AP890908-0175	235	-68.24420055613523	 LM
85	 Q0	AP890529-0114	236	-68.24446612427721	 LM
85	 Q0	AP890216-0001	237	-68.24457993559702	 LM
85	 Q0	AP890529-0059	238	-68.24476961633273	 LM
85	 Q0	AP890208-0164	239	-68.24484548694805	 LM
85	 Q0	AP890518-0222	240	-68.24495929107219	 LM
85	 Q0	AP890213-0094	241	-68.24503515928909	 LM
85	 Q0	AP890223-0155	242	-68.2451110265467	 LM
85	 Q0	AP890611-0037	243	-68.24533862256378	 LM
85	 Q0	AP890221-0301	244	-68.24579378869964	 LM
85	 Q0	AP891207-0102	245	-68.24586964636538	 LM
85	 Q0	AP890430-0004	246	-68.24723492037417	 LM
85	 Q0	AP890722-0093	247	-68.24727284021795	 LM
85	 Q0	AP890319-0046	248	-68.24734867918653	 LM
85	 Q0	AP890529-0098	249	-68.24734867918653	 LM
85	 Q0	AP890317-0145	250	-68.24753827241429	 LM
85	 Q0	AP890427-0159	251	-68.24795535642843	 LM
85	 Q0	AP890427-0224	252	-68.24803118677069	 LM
85	 Q0	AP890315-0312	253	-68.24806910158242	 LM
85	 Q0	AP890516-0104	254	-68.24818284458013	 LM
85	 Q0	AP890105-0199	255	-68.24825867204736	 LM
85	 Q0	AP890602-0137	256	-68.248448236523	 LM
85	 Q0	AP890329-0117	257	-68.24848614869944	 LM
85	 Q0	AP890610-0071	258	-68.24852406063634	 LM
85	 Q0	AP890419-0206	259	-68.24852406063634	 LM
85	 Q0	AP890117-0249	260	-68.24859988379146	 LM
85	 Q0	AP890417-0164	261	-68.24909271094525	 LM
85	 Q0	AP890627-0039	262	-68.24916852691462	 LM
85	 Q0	AP890503-0085	263	-68.24950968692191	 LM
85	 Q0	AP891214-0108	264	-68.24954759239198	 LM
85	 Q0	AP890705-0165	265	-68.25015404734742	 LM
85	 Q0	AP890615-0083	266	-68.25019194874695	 LM
85	 Q0	AP891219-0105	267	-68.25019194874695	 LM
85	 Q0	AP891103-0033	268	-68.2502677508277	 LM
85	 Q0	AP890914-0082	269	-68.25030565150897	 LM
85	 Q0	AP890506-0088	270	-68.25045725183998	 LM
85	 Q0	AP891113-0075	271	-68.25113940593174	 LM
85	 Q0	AP890313-0106	272	-68.25136677339547	 LM
85	 Q0	AP890421-0141	273	-68.25136677339549	 LM
85	 Q0	AP891205-0212	274	-68.25148045389645	 LM
85	 Q0	AP890621-0078	275	-68.2523519328546	 LM
85	 Q0	AP891124-0062	276	-68.25250348149224	 LM
85	 Q0	AP891215-0118	277	-68.25254136805356	 LM
85	 Q0	AP891025-0137	278	-68.25341269294246	 LM
85	 Q0	AP890222-0251	279	-68.25379149038697	 LM
85	 Q0	AP890424-0010	280	-68.25443539116374	 LM
85	 Q0	AP890201-0127	281	-68.25462476059512	 LM
85	 Q0	AP890517-0081	282	-68.25511709314709	 LM
85	 Q0	AP890222-0207	283	-68.25542004694671	 LM
85	 Q0	AP890615-0122	284	-68.25579871768632	 LM
85	 Q0	AP891028-0080	285	-68.25610163707196	 LM
85	 Q0	AP891125-0061	286	-68.25644240310147	 LM
85	 Q0	AP890616-0135	287	-68.25689672770399	 LM
85	 Q0	AP891216-0125	288	-68.25693458653471	 LM
85	 Q0	AP890928-0226	289	-68.25784312681508	 LM
85	 Q0	AP890611-0063	290	-68.25867583456754	 LM
85	 Q0	AP890211-0092	291	-68.26034090345152	 LM
85	 Q0	AP891111-0095	292	-68.26861428158303	 LM
85	 Q0	AP890220-0036	293	-68.27506450796214	 LM
85	 Q0	AP890630-0022	294	-68.27510242996291	 LM
85	 Q0	AP890926-0002	295	-68.27582290244204	 LM
85	 Q0	AP890419-0264	296	-68.27756684604154	 LM
85	 Q0	AP890721-0189	297	-68.27885552212133	 LM
85	 Q0	AP891120-0212	298	-68.27908290681836	 LM
85	 Q0	AP891214-0177	299	-68.28162145072979	 LM
85	 Q0	AP891205-0163	300	-68.28245476828194	 LM
85	 Q0	AP891203-0045	301	-68.28298500101658	 LM
85	 Q0	AP890523-0026	302	-68.3323879313836	 LM
85	 Q0	AP890628-0200	303	-68.34197698750042	 LM
85	 Q0	AP890723-0078	304	-68.34527087212682	 LM
85	 Q0	AP890302-0259	305	-68.34636843195162	 LM
85	 Q0	AP890308-0081	306	-68.35894769221512	 LM
85	 Q0	AP891114-0142	307	-68.35917543797495	 LM
85	 Q0	AP890503-0173	308	-68.35936521950481	 LM
85	 Q0	AP890414-0086	309	-68.35985862339095	 LM
85	 Q0	AP891005-0243	310	-68.3601242856015	 LM
85	 Q0	AP890510-0222	311	-68.36038993604983	 LM
85	 Q0	AP891023-0145	312	-68.36088325568011	 LM
85	 Q0	AP890210-0103	313	-68.36175595259971	 LM
85	 Q0	AP891011-0208	314	-68.36209740814893	 LM
85	 Q0	AP891218-0146	315	-68.36240090788027	 LM
85	 Q0	AP891116-0177	316	-68.36247678041441	 LM
85	 Q0	AP891215-0117	317	-68.36262852260444	 LM
85	 Q0	AP890313-0002	318	-68.36315959005034	 LM
85	 Q0	AP890208-0219	319	-68.36346303605916	 LM
85	 Q0	AP891125-0047	320	-68.36365268202175	 LM
85	 Q0	AP891219-0169	321	-68.36391817629945	 LM
85	 Q0	AP890520-0007	322	-68.36513171484292	 LM
85	 Q0	AP890222-0133	323	-68.36528338990439	 LM
85	 Q0	AP890416-0034	324	-68.36615544710781	 LM
85	 Q0	AP890802-0151	325	-68.36649665238396	 LM
85	 Q0	AP890410-0133	326	-68.36657247314368	 LM
85	 Q0	AP890510-0168	327	-68.366951562571	 LM
85	 Q0	AP890124-0189	328	-68.36706528472882	 LM
85	 Q0	AP890207-0091	329	-68.36710319163578	 LM
85	 Q0	AP891123-0158	330	-68.36717900473121	 LM
85	 Q0	AP891022-0044	331	-68.36744434302179	 LM
85	 Q0	AP891209-0064	332	-68.36748224753401	 LM
85	 Q0	AP891108-0106	333	-68.36748224753401	 LM
85	 Q0	AP891215-0138	334	-68.36752015180677	 LM
85	 Q0	AP890820-0035	335	-68.36752015180677	 LM
85	 Q0	AP890301-0135	336	-68.36752015180677	 LM
85	 Q0	AP891213-0175	337	-68.36759595963393	 LM
85	 Q0	AP890831-0207	338	-68.36767176650329	 LM
85	 Q0	AP890904-0008	339	-68.36767176650329	 LM
85	 Q0	AP890630-0161	340	-68.36782337736875	 LM
85	 Q0	AP890630-0263	341	-68.36782337736875	 LM
85	 Q0	AP890629-0090	342	-68.36801288556342	 LM
85	 Q0	AP891217-0036	343	-68.36805078648409	 LM
85	 Q0	AP890609-0161	344	-68.36812658760722	 LM
85	 Q0	AP890206-0085	345	-68.36839188399702	 LM
85	 Q0	AP890518-0144	346	-68.36869506550805	 LM
85	 Q0	AP890328-0101	347	-68.36888454617315	 LM
85	 Q0	AP890518-0067	348	-68.36892244158813	 LM
85	 Q0	AP891130-0073	349	-68.36907402085461	 LM
85	 Q0	AP890801-0187	350	-68.36926348955284	 LM
85	 Q0	AP890228-0162	351	-68.37002130452066	 LM
85	 Q0	AP891202-0057	352	-68.37043806195854	 LM
85	 Q0	AP890601-0389	353	-68.37047594756295	 LM
85	 Q0	AP890424-0044	354	-68.37130937034325	 LM
85	 Q0	AP890601-0128	355	-68.37343028791467	 LM
85	 Q0	AP891006-0126	356	-68.37411185223174	 LM
85	 Q0	AP891108-0036	357	-68.3792967784232	 LM
85	 Q0	AP891222-0138	358	-68.42405556154432	 LM
85	 Q0	AP891013-0123	359	-68.4242832856945	 LM
85	 Q0	AP890624-0114	360	-68.42492845718739	 LM
85	 Q0	AP890311-0134	361	-68.42511820030685	 LM
85	 Q0	AP890209-0167	362	-68.42526999048224	 LM
85	 Q0	AP891121-0061	363	-68.42599094137938	 LM
85	 Q0	AP891211-0049	364	-68.42614270947774	 LM
85	 Q0	AP891004-0157	365	-68.42659799074062	 LM
85	 Q0	AP890224-0080	366	-68.4270911731267	 LM
85	 Q0	AP890219-0086	367	-68.4270911731267	 LM
85	 Q0	AP890117-0082	368	-68.42769811118791	 LM
85	 Q0	AP890118-0150	369	-68.42792569713325	 LM
85	 Q0	AP890912-0195	370	-68.42819120315933	 LM
85	 Q0	AP890127-0294	371	-68.42838084312785	 LM
85	 Q0	AP891025-0296	372	-68.42876010508422	 LM
85	 Q0	AP890120-0029	373	-68.4289497270728	 LM
85	 Q0	AP890125-0265	374	-68.4289497270728	 LM
85	 Q0	AP890127-0040	375	-68.42902557419029	 LM
85	 Q0	AP890822-0013	376	-68.4290634973895	 LM
85	 Q0	AP891113-0073	377	-68.42913934306883	 LM
85	 Q0	AP890517-0029	378	-68.42974607399051	 LM
85	 Q0	AP890504-0154	379	-68.42982191104196	 LM
85	 Q0	AP890608-0025	380	-68.42985982920824	 LM
85	 Q0	AP890120-0278	381	-68.43054231522748	 LM
85	 Q0	AP890315-0056	382	-68.43058022884131	 LM
85	 Q0	AP890823-0079	383	-68.43073188090095	 LM
85	 Q0	AP890509-0275	384	-68.43076979331695	 LM
85	 Q0	AP890126-0027	385	-68.4308077054934	 LM
85	 Q0	AP891020-0015	386	-68.43088352912761	 LM
85	 Q0	AP890125-0123	387	-68.43111099428125	 LM
85	 Q0	AP891025-0258	388	-68.43145217584365	 LM
85	 Q0	AP890103-0233	389	-68.43149008370857	 LM
85	 Q0	AP890521-0017	390	-68.43149008370857	 LM
85	 Q0	AP890405-0092	391	-68.43167961944081	 LM
85	 Q0	AP890616-0128	392	-68.43186914918594	 LM
85	 Q0	AP890904-0146	393	-68.43194495940769	 LM
85	 Q0	AP890525-0220	394	-68.43209657697764	 LM
85	 Q0	AP891229-0065	395	-68.43213448077151	 LM
85	 Q0	AP890107-0095	396	-68.43236189850631	 LM
85	 Q0	AP891121-0145	397	-68.4323998006241	 LM
85	 Q0	AP890813-0031	398	-68.43243770250245	 LM
85	 Q0	AP890725-0150	399	-68.43262720830292	 LM
85	 Q0	AP891229-0060	400	-68.43266510874479	 LM
85	 Q0	AP890728-0026	401	-68.43277880863393	 LM
85	 Q0	AP890703-0195	402	-68.43285460736303	 LM
85	 Q0	AP890919-0084	403	-68.43372622392907	 LM
85	 Q0	AP890220-0116	404	-68.43387779649444	 LM
85	 Q0	AP891011-0090	405	-68.43437038088928	 LM
85	 Q0	AP890321-0001	406	-68.4344082703216	 LM
85	 Q0	AP890708-0104	407	-68.4344082703216	 LM
85	 Q0	AP890421-0074	408	-68.43448404846843	 LM
85	 Q0	AP890107-0037	409	-68.43452193718298	 LM
85	 Q0	AP890601-0190	410	-68.43452193718298	 LM
85	 Q0	AP890329-0086	411	-68.43455982565824	 LM
85	 Q0	AP890216-0085	412	-68.43520389313441	 LM
85	 Q0	AP891218-0069	413	-68.4356584873777	 LM
85	 Q0	AP890525-0103	414	-68.43577213055705	 LM
85	 Q0	AP890711-0063	415	-68.43599941045859	 LM
85	 Q0	AP890515-0134	416	-68.43675694795769	 LM
85	 Q0	AP890314-0208	417	-68.43679482232213	 LM
85	 Q0	AP890922-0235	418	-68.43736290910097	 LM
85	 Q0	AP890711-0084	419	-68.43872609795896	 LM
85	 Q0	AP890407-0244	420	-68.43925614332866	 LM
85	 Q0	AP890608-0074	421	-68.43986185213468	 LM
85	 Q0	AP891228-0136	422	-68.44073245143026	 LM
85	 Q0	AP891201-0023	423	-68.44145154688474	 LM
85	 Q0	AP891104-0072	424	-68.4431921580028	 LM
85	 Q0	AP890922-0028	425	-68.44621810556676	 LM
85	 Q0	AP890131-0031	426	-68.49073274675904	 LM
85	 Q0	AP890107-0129	427	-68.49092259073893	 LM
85	 Q0	AP891204-0075	428	-68.49149208664059	 LM
85	 Q0	AP890525-0204	429	-68.4934659207045	 LM
85	 Q0	AP890308-0199	430	-68.4938833793304	 LM
85	 Q0	AP890317-0240	431	-68.49430080891304	 LM
85	 Q0	AP890623-0084	432	-68.49430080891304	 LM
85	 Q0	AP890110-0186	433	-68.4943387556169	 LM
85	 Q0	AP890725-0212	434	-68.4951355809647	 LM
85	 Q0	AP890306-0033	435	-68.49540116589975	 LM
85	 Q0	AP890804-0057	436	-68.49608404461364	 LM
85	 Q0	AP890505-0158	437	-68.49623578488489	 LM
85	 Q0	AP890809-0019	438	-68.49631165358147	 LM
85	 Q0	AP890503-0211	439	-68.49646338809664	 LM
85	 Q0	AP890115-0090	440	-68.4969185686202	 LM
85	 Q0	AP891110-0047	441	-68.49695649877182	 LM
85	 Q0	AP891111-0089	442	-68.49729785934667	 LM
85	 Q0	AP890125-0174	443	-68.49813221455577	 LM
85	 Q0	AP891216-0026	444	-68.49828390303821	 LM
85	 Q0	AP890426-0183	445	-68.49847350824858	 LM
85	 Q0	AP890907-0064	446	-68.49854934865508	 LM
85	 Q0	AP890310-0316	447	-68.49904228793218	 LM
85	 Q0	AP890909-0060	448	-68.49911812114968	 LM
85	 Q0	AP890502-0050	449	-68.49987640061457	 LM
85	 Q0	AP890823-0114	450	-68.50010386576821	 LM
85	 Q0	AP890721-0017	451	-68.50116525581285	 LM
85	 Q0	AP891003-0220	452	-68.50120315912781	 LM
85	 Q0	AP890524-0106	453	-68.50162007978987	 LM
85	 Q0	AP890412-0008	454	-68.50165798023173	 LM
85	 Q0	AP890407-0241	455	-68.50165798023173	 LM
85	 Q0	AP890922-0160	456	-68.50180957960512	 LM
85	 Q0	AP890309-0004	457	-68.50252962432457	 LM
85	 Q0	AP890224-0226	458	-68.50252962432457	 LM
85	 Q0	AP891202-0111	459	-68.50260541347913	 LM
85	 Q0	AP890219-0009	460	-68.50260541347915	 LM
85	 Q0	AP890501-0097	461	-68.50298434489267	 LM
85	 Q0	AP891020-0233	462	-68.50317380162551	 LM
85	 Q0	AP891204-0081	463	-68.50324958264363	 LM
85	 Q0	AP890619-0040	464	-68.50328747279377	 LM
85	 Q0	AP890227-0222	465	-68.50362847337797	 LM
