85	 Q0	AP890206-0065	1	0.04263874160480735	 Proxi
85	 Q0	AP890730-0014	36	0.035811019843800314	 Proxi
85	 Q0	AP890525-0031	37	0.035756054696143076	 Proxi
85	 Q0	AP890418-0038	38	0.035709092288530475	 Proxi
85	 Q0	AP891115-0250	39	0.035693986586336254	 Proxi
85	 Q0	AP890930-0020	40	0.0355611681136543	 Proxi
85	 Q0	AP890518-0067	41	0.03554578699054512	 Proxi
85	 Q0	AP890722-0065	42	0.03553703352907748	 Proxi
85	 Q0	AP890221-0159	43	0.035529911934406314	 Proxi
85	 Q0	AP890410-0125	44	0.035519763706475985	 Proxi
85	 Q0	AP890921-0085	45	0.03524930354198647	 Proxi
85	 Q0	AP890915-0229	46	0.035214561081969284	 Proxi
85	 Q0	AP891103-0101	47	0.035152940581414466	 Proxi
85	 Q0	AP891218-0005	48	0.035105455372600555	 Proxi
85	 Q0	AP890704-0150	49	0.034787877257867035	 Proxi
85	 Q0	AP890710-0011	50	0.034787877257867035	 Proxi
85	 Q0	AP890515-0006	51	0.03454816763195832	 Proxi
85	 Q0	AP890916-0058	52	0.03448450347881088	 Proxi
85	 Q0	AP890209-0040	53	0.03438967803928262	 Proxi
85	 Q0	AP890201-0127	54	0.034287950613231664	 Proxi
85	 Q0	AP891123-0122	55	0.034201419586248706	 Proxi
85	 Q0	AP891207-0148	56	0.03363211715692463	 Proxi
85	 Q0	AP891219-0013	57	0.03354440779079614	 Proxi
85	 Q0	AP890825-0044	58	0.03309839122601852	 Proxi
85	 Q0	AP890110-0223	59	0.03307391768129114	 Proxi
85	 Q0	AP891103-0279	60	0.03288197494044723	 Proxi
85	 Q0	AP890820-0019	61	0.03271042802884281	 Proxi
85	 Q0	AP891116-0177	62	0.03265027408779661	 Proxi
85	 Q0	AP891118-0138	63	0.032556465514519704	 Proxi
85	 Q0	AP890521-0078	64	0.03239837629337828	 Proxi
85	 Q0	AP890713-0204	65	0.032381505664237635	 Proxi
85	 Q0	AP891214-0124	66	0.03220652592625337	 Proxi
85	 Q0	AP890424-0212	67	0.03212496129713062	 Proxi
85	 Q0	AP890116-0144	68	0.03200364022448051	 Proxi
85	 Q0	AP890601-0128	69	0.03173240769958978	 Proxi
85	 Q0	AP890223-0155	70	0.031484712844245505	 Proxi
85	 Q0	AP890617-0131	71	0.030915681639085896	 Proxi
85	 Q0	AP890628-0086	72	0.030246749801008225	 Proxi
85	 Q0	AP890320-0126	73	0.03021613632631406	 Proxi
85	 Q0	AP890222-0251	74	0.030050315338918315	 Proxi
85	 Q0	AP891214-0108	75	0.029995767235878677	 Proxi
85	 Q0	AP890604-0017	76	0.02943587544614143	 Proxi
85	 Q0	AP890214-0122	77	0.028458963276103203	 Proxi
85	 Q0	AP890915-0144	78	0.02845752254390128	 Proxi
85	 Q0	AP890308-0081	79	0.0284497811068654	 Proxi
85	 Q0	AP891212-0162	80	0.028442403658235773	 Proxi
85	 Q0	AP890511-0074	81	0.028442223768262602	 Proxi
85	 Q0	AP891103-0188	82	0.028438266764475247	 Proxi
85	 Q0	AP890624-0008	83	0.02843565910111933	 Proxi
85	 Q0	AP891013-0020	84	0.028433591724730964	 Proxi
85	 Q0	AP890715-0093	85	0.02843188116055725	 Proxi
85	 Q0	AP890113-0060	86	0.028427025283226538	 Proxi
85	 Q0	AP890414-0086	87	0.028426485843685956	 Proxi
85	 Q0	AP890926-0205	88	0.0284253242648732	 Proxi
85	 Q0	AP890208-0056	89	0.02842460558252427	 Proxi
85	 Q0	AP890517-0232	90	0.028423168326844314	 Proxi
85	 Q0	AP890817-0158	91	0.02842209048046416	 Proxi
85	 Q0	AP891219-0050	92	0.028421910847348363	 Proxi
85	 Q0	AP890727-0112	93	0.028421551587928584	 Proxi
85	 Q0	AP891017-0198	94	0.028421012715827792	 Proxi
85	 Q0	AP891027-0159	95	0.02841775556047711	 Proxi
85	 Q0	AP890710-0036	96	0.028416702474534285	 Proxi
85	 Q0	AP890922-0061	97	0.028414803012196743	 Proxi
85	 Q0	AP890622-0096	98	0.028413291127243778	 Proxi
85	 Q0	AP890210-0253	99	0.028413291127243778	 Proxi
85	 Q0	AP890629-0140	100	0.028412034521538055	 Proxi
85	 Q0	AP890707-0068	101	0.02840575315987948	 Proxi
85	 Q0	AP890413-0055	102	0.02840575315987948	 Proxi
85	 Q0	AP890510-0222	103	0.02840499411787029	 Proxi
85	 Q0	AP890615-0203	104	0.028403958995218637	 Proxi
85	 Q0	AP890510-0108	105	0.028402523826666918	 Proxi
85	 Q0	AP890125-0311	106	0.02839893653971241	 Proxi
85	 Q0	AP890904-0058	107	0.02839864262829627	 Proxi
85	 Q0	AP890404-0155	108	0.02839643652561247	 Proxi
85	 Q0	AP890602-0137	109	0.02839630986983445	 Proxi
85	 Q0	AP890502-0050	110	0.02839577159538237	 Proxi
85	 Q0	AP891219-0152	111	0.028395412757084636	 Proxi
85	 Q0	AP891221-0026	112	0.02839374173589012	 Proxi
85	 Q0	AP890523-0044	113	0.02839104745758423	 Proxi
85	 Q0	AP890718-0024	114	0.028390628753492724	 Proxi
85	 Q0	AP890618-0025	115	0.02839021062074368	 Proxi
85	 Q0	AP891215-0103	116	0.02839020870126664	 Proxi
85	 Q0	AP890828-0200	117	0.028388417222559127	 Proxi
85	 Q0	AP890906-0009	118	0.028388417222559127	 Proxi
85	 Q0	AP891005-0243	119	0.028387276326858488	 Proxi
85	 Q0	AP890306-0061	120	0.02838327213433864	 Proxi
85	 Q0	AP890819-0056	121	0.028382195875702287	 Proxi
85	 Q0	AP890620-0122	122	0.028381783618898454	 Proxi
85	 Q0	AP890602-0114	123	0.028381299055852578	 Proxi
85	 Q0	AP891010-0107	124	0.02837871185325327	 Proxi
85	 Q0	AP890103-0026	125	0.0283775330312968	 Proxi
85	 Q0	AP890710-0119	126	0.02837712402205005	 Proxi
85	 Q0	AP890619-0191	127	0.02837658647471112	 Proxi
85	 Q0	AP891229-0179	128	0.028375690607734805	 Proxi
85	 Q0	AP891229-0180	129	0.028375690607734805	 Proxi
85	 Q0	AP890726-0212	130	0.028375300518790333	 Proxi
85	 Q0	AP890429-0063	131	0.028375153114700274	 Proxi
85	 Q0	AP890809-0195	132	0.028374582447616155	 Proxi
85	 Q0	AP890919-0026	133	0.028374174948789924	 Proxi
85	 Q0	AP890428-0072	134	0.028372966920346927	 Proxi
85	 Q0	AP890310-0311	135	0.028369422800610177	 Proxi
85	 Q0	AP890614-0129	136	0.028368839186317173	 Proxi
85	 Q0	AP890329-0048	137	0.028368794326241134	 Proxi
85	 Q0	AP890521-0093	138	0.028367944286038706	 Proxi
85	 Q0	AP891013-0120	139	0.02836247892233948	 Proxi
85	 Q0	AP890518-0182	140	0.02836247892233948	 Proxi
85	 Q0	AP891227-0130	141	0.028361006456010147	 Proxi
85	 Q0	AP890503-0005	142	0.028360329639102018	 Proxi
85	 Q0	AP891004-0157	143	0.02835915270312994	 Proxi
85	 Q0	AP890315-0167	144	0.028358896964568742	 Proxi
85	 Q0	AP890125-0007	145	0.02835786001781844	 Proxi
85	 Q0	AP890531-0213	146	0.02835338117861114	 Proxi
85	 Q0	AP890327-0092	147	0.028352026630856234	 Proxi
85	 Q0	AP891213-0175	148	0.028351948248850255	 Proxi
85	 Q0	AP890410-0183	149	0.028351769142813826	 Proxi
85	 Q0	AP890629-0059	150	0.028349114445722665	 Proxi
85	 Q0	AP891206-0160	151	0.028348187497236558	 Proxi
85	 Q0	AP890515-0019	152	0.02834535193108635	 Proxi
85	 Q0	AP891027-0080	153	0.02834394703058895	 Proxi
85	 Q0	AP890302-0132	154	0.028338342636324603	 Proxi
85	 Q0	AP891213-0055	155	0.02833821232794431	 Proxi
85	 Q0	AP890404-0080	156	0.028335860500379076	 Proxi
85	 Q0	AP890422-0025	157	0.028334742394225794	 Proxi
85	 Q0	AP891208-0109	158	0.028333869959658326	 Proxi
85	 Q0	AP890704-0086	159	0.028332838151348686	 Proxi
85	 Q0	AP891102-0193	160	0.028332838151348686	 Proxi
85	 Q0	AP890219-0039	161	0.028329775004105766	 Proxi
85	 Q0	AP890507-0044	162	0.028326570854347578	 Proxi
85	 Q0	AP890705-0089	163	0.02832583872271625	 Proxi
85	 Q0	AP890227-0150	164	0.028324959711821026	 Proxi
85	 Q0	AP890208-0025	165	0.028324437811448663	 Proxi
85	 Q0	AP890215-0017	166	0.028322990786496974	 Proxi
85	 Q0	AP890420-0253	167	0.028322632829482837	 Proxi
85	 Q0	AP890214-0177	168	0.028321930368140832	 Proxi
85	 Q0	AP890117-0133	169	0.028321393116617872	 Proxi
85	 Q0	AP890816-0130	170	0.02832030632941786	 Proxi
85	 Q0	AP890404-0112	171	0.028318180955453905	 Proxi
85	 Q0	AP891215-0057	172	0.0283162103345311	 Proxi
85	 Q0	AP890519-0125	173	0.028316021722226085	 Proxi
85	 Q0	AP890310-0340	174	0.02831493894156964	 Proxi
85	 Q0	AP890525-0220	175	0.028314223443570548	 Proxi
85	 Q0	AP890424-0114	176	0.028314036438933852	 Proxi
85	 Q0	AP890517-0282	177	0.02831083730756094	 Proxi
85	 Q0	AP891130-0048	178	0.028310658241779092	 Proxi
85	 Q0	AP890508-0042	179	0.028309936604450962	 Proxi
85	 Q0	AP890222-0207	180	0.028306531014112242	 Proxi
85	 Q0	AP891104-0107	181	0.028303317535545023	 Proxi
85	 Q0	AP890107-0037	182	0.028302780391389185	 Proxi
85	 Q0	AP891204-0075	183	0.0283026031055036	 Proxi
85	 Q0	AP890414-0124	184	0.028299740949011182	 Proxi
85	 Q0	AP890223-0084	185	0.02829884897809712	 Proxi
85	 Q0	AP890907-0037	186	0.028297416652451623	 Proxi
85	 Q0	AP890916-0103	187	0.028294556503831357	 Proxi
85	 Q0	AP891013-0123	188	0.02829418871648249	 Proxi
85	 Q0	AP890506-0088	189	0.028292054348032062	 Proxi
85	 Q0	AP890922-0160	190	0.028291875639551777	 Proxi
85	 Q0	AP890827-0072	191	0.028290967509344938	 Proxi
85	 Q0	AP891116-0054	192	0.028287935284080138	 Proxi
85	 Q0	AP890419-0046	193	0.02828561136985522	 Proxi
85	 Q0	AP890120-0071	194	0.02828542159379782	 Proxi
85	 Q0	AP890427-0224	195	0.028284538922836795	 Proxi
85	 Q0	AP891019-0077	196	0.028283978739559606	 Proxi
85	 Q0	AP890719-0043	197	0.028283633052583655	 Proxi
85	 Q0	AP890204-0096	198	0.028281487101669195	 Proxi
85	 Q0	AP890518-0222	199	0.028280056648626775	 Proxi
85	 Q0	AP890314-0133	200	0.02827950526682061	 Proxi
85	 Q0	AP890711-0063	201	0.02827687218272958	 Proxi
85	 Q0	AP890208-0219	202	0.028276659902520436	 Proxi
85	 Q0	AP891230-0119	203	0.028276106373826573	 Proxi
85	 Q0	AP890904-0008	204	0.028275783648561575	 Proxi
85	 Q0	AP890831-0207	205	0.028275783648561575	 Proxi
85	 Q0	AP890731-0055	206	0.028275748643143604	 Proxi
85	 Q0	AP890313-0166	207	0.02827560502593194	 Proxi
85	 Q0	AP890505-0233	208	0.028275587415372363	 Proxi
85	 Q0	AP890630-0161	209	0.028275069171583428	 Proxi
85	 Q0	AP890803-0034	210	0.028273263972289294	 Proxi
85	 Q0	AP890517-0182	211	0.028272708297755262	 Proxi
85	 Q0	AP890624-0114	212	0.028272171834085993	 Proxi
85	 Q0	AP890517-0066	213	0.028270268564395493	 Proxi
85	 Q0	AP890105-0219	214	0.02826915420055742	 Proxi
85	 Q0	AP890105-0067	215	0.02826897554193263	 Proxi
85	 Q0	AP890529-0098	216	0.02826879688556604	 Proxi
85	 Q0	AP891120-0070	217	0.02826812751266985	 Proxi
85	 Q0	AP891026-0169	218	0.02826752333493537	 Proxi
85	 Q0	AP890208-0035	219	0.02826721230722595	 Proxi
85	 Q0	AP890825-0069	220	0.028266295933520806	 Proxi
85	 Q0	AP890512-0019	221	0.02826558145707082	 Proxi
85	 Q0	AP890724-0120	222	0.028263233769189915	 Proxi
85	 Q0	AP890316-0268	223	0.02826292858495927	 Proxi
85	 Q0	AP891215-0157	224	0.028262902492038618	 Proxi
85	 Q0	AP890201-0113	225	0.02826259796312422	 Proxi
85	 Q0	AP891215-0082	226	0.028261831048208758	 Proxi
85	 Q0	AP890626-0150	227	0.028261089474482828	 Proxi
85	 Q0	AP890828-0130	228	0.0282585882085193	 Proxi
85	 Q0	AP890509-0162	229	0.02825698048561549	 Proxi
85	 Q0	AP891114-0240	230	0.028255194341375845	 Proxi
85	 Q0	AP890914-0082	231	0.028254868642970395	 Proxi
85	 Q0	AP890211-0009	232	0.028254122763215282	 Proxi
85	 Q0	AP890505-0038	233	0.028252191708142797	 Proxi
85	 Q0	AP890426-0183	234	0.028250729968526032	 Proxi
85	 Q0	AP890421-0141	235	0.028249872108224862	 Proxi
85	 Q0	AP891204-0081	236	0.028247196120036375	 Proxi
85	 Q0	AP890425-0085	237	0.028246980985421524	 Proxi
85	 Q0	AP890315-0312	238	0.02824644549763033	 Proxi
85	 Q0	AP890905-0169	239	0.02824273726614344	 Proxi
85	 Q0	AP890208-0127	240	0.028242519207440357	 Proxi
85	 Q0	AP890121-0086	241	0.028241943743717163	 Proxi
85	 Q0	AP890627-0039	242	0.028241270162181968	 Proxi
85	 Q0	AP891025-0083	243	0.028241010198142572	 Proxi
85	 Q0	AP890912-0195	244	0.028237837564478608	 Proxi
85	 Q0	AP890206-0085	245	0.028234491558076516	 Proxi
85	 Q0	AP890111-0042	246	0.028233778210092153	 Proxi
85	 Q0	AP891012-0293	247	0.02822945038833663	 Proxi
85	 Q0	AP890914-0221	248	0.0282272813268588	 Proxi
85	 Q0	AP890516-0104	249	0.0282269530435442	 Proxi
85	 Q0	AP890828-0043	250	0.02822629023193549	 Proxi
85	 Q0	AP890522-0195	251	0.028225066592429026	 Proxi
85	 Q0	AP890521-0017	252	0.0282223162895899	 Proxi
85	 Q0	AP890719-0198	253	0.028221316868262562	 Proxi
85	 Q0	AP890117-0082	254	0.02822119244653209	 Proxi
85	 Q0	AP891024-0108	255	0.028220889902518843	 Proxi
85	 Q0	AP890424-0230	256	0.028220533328279288	 Proxi
85	 Q0	AP891010-0040	257	0.02822047881251462	 Proxi
85	 Q0	AP890503-0017	258	0.0282182158153403	 Proxi
85	 Q0	AP890209-0021	259	0.02821566272675558	 Proxi
85	 Q0	AP890506-0137	260	0.028214116532449075	 Proxi
85	 Q0	AP890123-0065	261	0.028210608858422078	 Proxi
85	 Q0	AP891018-0166	262	0.02820818434644418	 Proxi
85	 Q0	AP890308-0176	263	0.028204300871182645	 Proxi
85	 Q0	AP891006-0160	264	0.028201981350506725	 Proxi
85	 Q0	AP890728-0172	265	0.02820033355233234	 Proxi
85	 Q0	AP890630-0263	266	0.028199264696592587	 Proxi
85	 Q0	AP890615-0083	267	0.028198552171111644	 Proxi
85	 Q0	AP890122-0062	268	0.028193420270424104	 Proxi
85	 Q0	AP891021-0015	269	0.028193347509113002	 Proxi
85	 Q0	AP890118-0184	270	0.028193241969858906	 Proxi
85	 Q0	AP891216-0037	271	0.028192958396268748	 Proxi
85	 Q0	AP890515-0214	272	0.028182627977939086	 Proxi
85	 Q0	AP890105-0052	273	0.028178011663356567	 Proxi
85	 Q0	AP890212-0024	274	0.02817408438962466	 Proxi
85	 Q0	AP890516-0072	275	0.02817391304347826	 Proxi
85	 Q0	AP890705-0025	276	0.028172838882433184	 Proxi
85	 Q0	AP890305-0045	277	0.028171684234473346	 Proxi
85	 Q0	AP890621-0070	278	0.02817159695961755	 Proxi
85	 Q0	AP891207-0063	279	0.028170706259524607	 Proxi
85	 Q0	AP890707-0191	280	0.028168746917561365	 Proxi
85	 Q0	AP890822-0054	281	0.028164294881115697	 Proxi
85	 Q0	AP890127-0294	282	0.02816109028616219	 Proxi
85	 Q0	AP890716-0041	283	0.028160723102047015	 Proxi
85	 Q0	AP890804-0135	284	0.028159773914359972	 Proxi
85	 Q0	AP890418-0132	285	0.028159405734210077	 Proxi
85	 Q0	AP890811-0193	286	0.028158530508228675	 Proxi
85	 Q0	AP891107-0237	287	0.028156445794569964	 Proxi
85	 Q0	AP891214-0093	288	0.028156382239626097	 Proxi
85	 Q0	AP890627-0052	289	0.02815600908176753	 Proxi
85	 Q0	AP890109-0191	290	0.02815458460604451	 Proxi
85	 Q0	AP890901-0164	291	0.02815173608695927	 Proxi
85	 Q0	AP890418-0192	292	0.028151302985112352	 Proxi
85	 Q0	AP890125-0095	293	0.028151279114648917	 Proxi
85	 Q0	AP890920-0049	294	0.028149066123749667	 Proxi
85	 Q0	AP890804-0057	295	0.028148176248553706	 Proxi
85	 Q0	AP891114-0138	296	0.028143905630677615	 Proxi
85	 Q0	AP891208-0269	297	0.028137747841760742	 Proxi
85	 Q0	AP891124-0098	298	0.028135124381879845	 Proxi
85	 Q0	AP890324-0202	299	0.028133347647344858	 Proxi
85	 Q0	AP890822-0113	300	0.02813056829813853	 Proxi
85	 Q0	AP890822-0233	301	0.02813056829813853	 Proxi
85	 Q0	AP890913-0101	302	0.028128790942175495	 Proxi
85	 Q0	AP891014-0041	303	0.028127074442863918	 Proxi
85	 Q0	AP890518-0050	304	0.02812529633024623	 Proxi
85	 Q0	AP890216-0232	305	0.028124881549521776	 Proxi
85	 Q0	AP890424-0190	306	0.02812446626139433	 Proxi
85	 Q0	AP891101-0163	307	0.028124288353027504	 Proxi
85	 Q0	AP890423-0064	308	0.0281238740020102	 Proxi
85	 Q0	AP890724-0039	309	0.028123457102707902	 Proxi
85	 Q0	AP890110-0295	310	0.02812322095009172	 Proxi
85	 Q0	AP890522-0097	311	0.028122274054689575	 Proxi
85	 Q0	AP890116-0163	312	0.02812115087010075	 Proxi
85	 Q0	AP891113-0131	313	0.028120318810717197	 Proxi
85	 Q0	AP891125-0111	314	0.028120206782934726	 Proxi
85	 Q0	AP890128-0110	315	0.028118240807498196	 Proxi
85	 Q0	AP891002-0079	316	0.028117885150518593	 Proxi
85	 Q0	AP890919-0084	317	0.02811706602331721	 Proxi
85	 Q0	AP891003-0202	318	0.028116231451755607	 Proxi
85	 Q0	AP890531-0203	319	0.02811290689733667	 Proxi
85	 Q0	AP891005-0217	320	0.028111816674128678	 Proxi
85	 Q0	AP890616-0135	321	0.028110270502198973	 Proxi
85	 Q0	AP890416-0077	322	0.028109787282404864	 Proxi
85	 Q0	AP890109-0174	323	0.028109707522476386	 Proxi
85	 Q0	AP890530-0008	324	0.02810948102657417	 Proxi
85	 Q0	AP891003-0121	325	0.02810530499460605	 Proxi
85	 Q0	AP890728-0062	326	0.028104554505515345	 Proxi
85	 Q0	AP890613-0270	327	0.028103133316055955	 Proxi
85	 Q0	AP890203-0116	328	0.028100291368293315	 Proxi
85	 Q0	AP890519-0113	329	0.028100248853631115	 Proxi
85	 Q0	AP890125-0024	330	0.028100248853631115	 Proxi
85	 Q0	AP890828-0108	331	0.028100248853631115	 Proxi
85	 Q0	AP890626-0074	332	0.028099403377490142	 Proxi
85	 Q0	AP890911-0205	333	0.028098568896681782	 Proxi
85	 Q0	AP890304-0090	334	0.028095773012407073	 Proxi
85	 Q0	AP890419-0170	335	0.02809531934254678	 Proxi
85	 Q0	AP890914-0168	336	0.028094076611017732	 Proxi
85	 Q0	AP890314-0223	337	0.02809216100355341	 Proxi
85	 Q0	AP890605-0021	338	0.028091163776785038	 Proxi
85	 Q0	AP890711-0261	339	0.02808931935716363	 Proxi
85	 Q0	AP890816-0076	340	0.028085235497512594	 Proxi
85	 Q0	AP890517-0081	341	0.0280807392259335	 Proxi
85	 Q0	AP891030-0152	342	0.028080620390208755	 Proxi
85	 Q0	AP891025-0045	343	0.028079761701481777	 Proxi
85	 Q0	AP890131-0031	344	0.028078368834719217	 Proxi
85	 Q0	AP890516-0056	345	0.028075855396697925	 Proxi
85	 Q0	AP890607-0077	346	0.028073394495412844	 Proxi
85	 Q0	AP890710-0182	347	0.02807210417574919	 Proxi
85	 Q0	AP890809-0019	348	0.02807124025567589	 Proxi
85	 Q0	AP890511-0137	349	0.02807124025567589	 Proxi
85	 Q0	AP890119-0062	350	0.028070530368646988	 Proxi
85	 Q0	AP890717-0103	351	0.02806749338269203	 Proxi
85	 Q0	AP890413-0013	352	0.02806487115586535	 Proxi
85	 Q0	AP890823-0084	353	0.02806288410401521	 Proxi
85	 Q0	AP890906-0153	354	0.028062369247688332	 Proxi
85	 Q0	AP890724-0140	355	0.02806061142661995	 Proxi
85	 Q0	AP890505-0127	356	0.02805793584590885	 Proxi
85	 Q0	AP890313-0194	357	0.028056655651691347	 Proxi
85	 Q0	AP890502-0191	358	0.028052105805912834	 Proxi
85	 Q0	AP890920-0009	359	0.028050845316014254	 Proxi
85	 Q0	AP890815-0158	360	0.028049081150789888	 Proxi
85	 Q0	AP890908-0024	361	0.028048541665350576	 Proxi
85	 Q0	AP890912-0198	362	0.028048357059436254	 Proxi
85	 Q0	AP891211-0013	363	0.028045529769950856	 Proxi
85	 Q0	AP890428-0084	364	0.02804234476220572	 Proxi
85	 Q0	AP890426-0016	365	0.02803879963625341	 Proxi
85	 Q0	AP891114-0033	366	0.028038092827538205	 Proxi
85	 Q0	AP890524-0086	367	0.028036674523085867	 Proxi
85	 Q0	AP890525-0042	368	0.02803525588335715	 Proxi
85	 Q0	AP891017-0167	369	0.02803525588335715	 Proxi
85	 Q0	AP890419-0239	370	0.028031884608085027	 Proxi
85	 Q0	AP891026-0087	371	0.028029939059852835	 Proxi
85	 Q0	AP891006-0121	372	0.028029756708543668	 Proxi
85	 Q0	AP890829-0210	373	0.02802692001163835	 Proxi
85	 Q0	AP891220-0145	374	0.028024809883529976	 Proxi
85	 Q0	AP891201-0028	375	0.028018767705382436	 Proxi
85	 Q0	AP890107-0080	376	0.028016683809006987	 Proxi
85	 Q0	AP890428-0161	377	0.02801611036994417	 Proxi
85	 Q0	AP890807-0158	378	0.028015741455451933	 Proxi
85	 Q0	AP890524-0036	379	0.028015062676910635	 Proxi
85	 Q0	AP890713-0174	380	0.0280145162106115	 Proxi
85	 Q0	AP890207-0249	381	0.028010443071982603	 Proxi
85	 Q0	AP891208-0021	382	0.02801026600586629	 Proxi
85	 Q0	AP890804-0040	383	0.028006527266517398	 Proxi
85	 Q0	AP890726-0213	384	0.028004601071898068	 Proxi
85	 Q0	AP890829-0135	385	0.02800457888778563	 Proxi
85	 Q0	AP890714-0152	386	0.02800371613294655	 Proxi
85	 Q0	AP890316-0157	387	0.028003516250007906	 Proxi
85	 Q0	AP890602-0066	388	0.028001592507630766	 Proxi
85	 Q0	AP891202-0057	389	0.02799755005651287	 Proxi
85	 Q0	AP890928-0175	390	0.02799605208214706	 Proxi
85	 Q0	AP890724-0073	391	0.02799286419190769	 Proxi
85	 Q0	AP891108-0106	392	0.02799239385190754	 Proxi
85	 Q0	AP890802-0043	393	0.027991801723156337	 Proxi
85	 Q0	AP891003-0112	394	0.027990095132212296	 Proxi
85	 Q0	AP891122-0199	395	0.027989854073235374	 Proxi
85	 Q0	AP891029-0049	396	0.027989066967977327	 Proxi
85	 Q0	AP890530-0166	397	0.027985428603954008	 Proxi
85	 Q0	AP890101-0014	398	0.02798373141680666	 Proxi
85	 Q0	AP890127-0202	399	0.027982420084105352	 Proxi
85	 Q0	AP890410-0081	400	0.027979490547213416	 Proxi
85	 Q0	AP890710-0106	401	0.027978881477032026	 Proxi
85	 Q0	AP891215-0117	402	0.02797711250908861	 Proxi
85	 Q0	AP890225-0106	403	0.027974990042800154	 Proxi
85	 Q0	AP890914-0202	404	0.02797436787777392	 Proxi
85	 Q0	AP890111-0041	405	0.02797406294480468	 Proxi
85	 Q0	AP891020-0199	406	0.027972293386469303	 Proxi
85	 Q0	AP891017-0189	407	0.027971806947122223	 Proxi
85	 Q0	AP891018-0067	408	0.027971806947122223	 Proxi
85	 Q0	AP890520-0119	409	0.027971054828833844	 Proxi
85	 Q0	AP890503-0038	410	0.027966101694915254	 Proxi
85	 Q0	AP890826-0062	411	0.027965314925571083	 Proxi
85	 Q0	AP890531-0119	412	0.02796301909669597	 Proxi
85	 Q0	AP890501-0215	413	0.027962363453929308	 Proxi
85	 Q0	AP890227-0223	414	0.027959311246235154	 Proxi
85	 Q0	AP890323-0159	415	0.027953019709976358	 Proxi
85	 Q0	AP890826-0137	416	0.02795137131869244	 Proxi
85	 Q0	AP890131-0225	417	0.027950133773552686	 Proxi
85	 Q0	AP890228-0242	418	0.027949309483930096	 Proxi
85	 Q0	AP890508-0097	419	0.027949249879828976	 Proxi
85	 Q0	AP890318-0091	420	0.027947128762964835	 Proxi
85	 Q0	AP890414-0097	421	0.027945475946387213	 Proxi
85	 Q0	AP890615-0122	422	0.027945018743610134	 Proxi
85	 Q0	AP890427-0159	423	0.027943657699672032	 Proxi
85	 Q0	AP890320-0239	424	0.027938318653307422	 Proxi
85	 Q0	AP891116-0126	425	0.027935045957452193	 Proxi
85	 Q0	AP890527-0068	426	0.02793479358029676	 Proxi
85	 Q0	AP890405-0237	427	0.02793366622267393	 Proxi
85	 Q0	AP891017-0100	428	0.027930098855852608	 Proxi
85	 Q0	AP890613-0034	429	0.027928656241315717	 Proxi
85	 Q0	AP890916-0084	430	0.02792858271448886	 Proxi
85	 Q0	AP890625-0013	431	0.027926994198465564	 Proxi
85	 Q0	AP890928-0046	432	0.027926742891834465	 Proxi
85	 Q0	AP891013-0152	433	0.027926566284489245	 Proxi
85	 Q0	AP890609-0182	434	0.0279262620461588	 Proxi
85	 Q0	AP890316-0190	435	0.02792391744233104	 Proxi
85	 Q0	AP890803-0051	436	0.027923663928928484	 Proxi
