AP890101-0025 5:0.3220164609053498 11:0.1697530864197531 16:0.1286008230452675 7:0.12448559670781893 10:0.09156378600823045 3:0.08333333333333333 8:0.029835390946502057 19:0.013374485596707819 2:0.013374485596707819 15:0.0051440329218107 18:0.0051440329218107 0:0.0051440329218107 12:0.00102880658436214 13:0.00102880658436214 14:0.00102880658436214 17:0.00102880658436214 1:0.00102880658436214 4:0.00102880658436214 6:0.00102880658436214 9:0.00102880658436214
AP890105-0164 12:0.476215644820296 10:0.11680761099365751 4:0.09566596194503171 14:0.07663847780126849 2:0.07241014799154334 7:0.07029598308668077 11:0.03224101479915433 3:0.021670190274841437 8:0.011099365750528542 17:0.008985200845665961 18:0.006871035940803382 16:0.002642706131078224 1:0.002642706131078224 5:0.002642706131078224 13:5.285412262156448E-4 15:5.285412262156448E-4 19:5.285412262156448E-4 0:5.285412262156448E-4 6:5.285412262156448E-4 9:5.285412262156448E-4
AP890105-0204 2:0.4097782258064516 12:0.2444556451612903 7:0.11945564516129033 10:0.0690524193548387 4:0.06502016129032258 14:0.040826612903225805 11:0.02066532258064516 3:0.01663306451612903 17:0.0045362903225806455 13:0.0025201612903225806 9:0.0025201612903225806 15:5.040322580645161E-4 16:5.040322580645161E-4 18:5.040322580645161E-4 19:5.040322580645161E-4 0:5.040322580645161E-4 1:5.040322580645161E-4 5:5.040322580645161E-4 6:5.040322580645161E-4 8:5.040322580645161E-4
AP890105-0224 17:0.4271653543307087 15:0.2933070866141732 5:0.08070866141732283 11:0.07283464566929133 4:0.04921259842519685 3:0.017716535433070866 14:0.00984251968503937 16:0.00984251968503937 2:0.00984251968503937 10:0.00984251968503937 12:0.001968503937007874 13:0.001968503937007874 18:0.001968503937007874 19:0.001968503937007874 0:0.001968503937007874 1:0.001968503937007874 6:0.001968503937007874 7:0.001968503937007874 8:0.001968503937007874 9:0.001968503937007874
AP890106-0006 12:0.4388020833333333 4:0.3971354166666667 2:0.12109375 11:0.01171875 13:0.006510416666666667 5:0.006510416666666667 14:0.0013020833333333333 15:0.0013020833333333333 16:0.0013020833333333333 17:0.0013020833333333333 18:0.0013020833333333333 19:0.0013020833333333333 0:0.0013020833333333333 1:0.0013020833333333333 3:0.0013020833333333333 6:0.0013020833333333333 7:0.0013020833333333333 8:0.0013020833333333333 9:0.0013020833333333333 10:0.0013020833333333333
AP890106-0009 12:0.2522455089820359 2:0.2432634730538922 10:0.13248502994011976 4:0.11452095808383234 11:0.10254491017964072 7:0.07260479041916168 17:0.05763473053892216 14:0.006736526946107785 19:0.0037425149700598802 0:0.0037425149700598802 5:0.0037425149700598802 13:7.485029940119761E-4 15:7.485029940119761E-4 16:7.485029940119761E-4 18:7.485029940119761E-4 1:7.485029940119761E-4 3:7.485029940119761E-4 6:7.485029940119761E-4 8:7.485029940119761E-4 9:7.485029940119761E-4
AP890106-0010 12:0.38588308457711445 10:0.1271766169154229 1:0.08488805970149253 14:0.07618159203980099 3:0.07369402985074627 2:0.06374378109452736 11:0.046330845771144276 15:0.046330845771144276 18:0.036380597014925374 7:0.02767412935323383 4:0.013992537313432836 5:0.011504975124378109 19:0.002798507462686567 16:0.001554726368159204 13:3.109452736318408E-4 17:3.109452736318408E-4 0:3.109452736318408E-4 6:3.109452736318408E-4 8:3.109452736318408E-4 9:3.109452736318408E-4
AP890106-0060 15:0.23020833333333332 0:0.209375 19:0.184375 7:0.09270833333333334 1:0.08854166666666667 14:0.051041666666666666 6:0.03854166666666667 13:0.034375 11:0.013541666666666667 2:0.013541666666666667 8:0.013541666666666667 9:0.013541666666666667 18:0.005208333333333333 5:0.005208333333333333 12:0.0010416666666666667 16:0.0010416666666666667 17:0.0010416666666666667 3:0.0010416666666666667 4:0.0010416666666666667 10:0.0010416666666666667
AP890106-0064 18:0.3090277777777778 4:0.19791666666666666 2:0.15625 11:0.08680555555555555 5:0.059027777777777776 9:0.04513888888888889 12:0.03125 6:0.03125 13:0.017361111111111112 17:0.017361111111111112 7:0.017361111111111112 14:0.003472222222222222 15:0.003472222222222222 16:0.003472222222222222 19:0.003472222222222222 0:0.003472222222222222 1:0.003472222222222222 3:0.003472222222222222 8:0.003472222222222222 10:0.003472222222222222
AP890106-0130 15:0.402 17:0.33 11:0.122 5:0.042 7:0.034 12:0.018 3:0.018 18:0.01 13:0.002 14:0.002 16:0.002 19:0.002 0:0.002 1:0.002 2:0.002 4:0.002 6:0.002 8:0.002 9:0.002 10:0.002
AP890106-0153 2:0.4314946619217082 12:0.39234875444839856 7:0.09697508896797152 4:0.029359430604982206 16:0.02224199288256228 19:0.00800711743772242 11:0.004448398576512456 6:0.004448398576512456 13:8.896797153024911E-4 14:8.896797153024911E-4 15:8.896797153024911E-4 17:8.896797153024911E-4 18:8.896797153024911E-4 0:8.896797153024911E-4 1:8.896797153024911E-4 3:8.896797153024911E-4 5:8.896797153024911E-4 8:8.896797153024911E-4 9:8.896797153024911E-4 10:8.896797153024911E-4
AP890106-0189 1:0.43470149253731344 8:0.24813432835820895 7:0.08395522388059702 6:0.07649253731343283 11:0.04664179104477612 19:0.03917910447761194 3:0.016791044776119403 10:0.016791044776119403 12:0.009328358208955223 18:0.009328358208955223 13:0.0018656716417910447 14:0.0018656716417910447 15:0.0018656716417910447 16:0.0018656716417910447 17:0.0018656716417910447 0:0.0018656716417910447 2:0.0018656716417910447 4:0.0018656716417910447 5:0.0018656716417910447 9:0.0018656716417910447
AP890106-0190 11:0.32009345794392524 15:0.20794392523364486 5:0.20794392523364486 7:0.12009345794392523 2:0.06214953271028038 8:0.01542056074766355 0:0.013551401869158878 10:0.013551401869158878 17:0.011682242990654205 9:0.00794392523364486 13:0.006074766355140187 1:0.006074766355140187 14:0.002336448598130841 6:0.002336448598130841 12:4.6728971962616824E-4 16:4.6728971962616824E-4 18:4.6728971962616824E-4 19:4.6728971962616824E-4 3:4.6728971962616824E-4 4:4.6728971962616824E-4
AP890107-0012 2:0.49898785425101216 12:0.14676113360323886 5:0.11032388663967611 7:0.10222672064777327 3:0.07388663967611336 11:0.03340080971659919 6:0.009109311740890687 0:0.005060728744939271 4:0.005060728744939271 10:0.005060728744939271 13:0.0010121457489878543 14:0.0010121457489878543 15:0.0010121457489878543 16:0.0010121457489878543 17:0.0010121457489878543 18:0.0010121457489878543 19:0.0010121457489878543 1:0.0010121457489878543 8:0.0010121457489878543 9:0.0010121457489878543
AP890107-0025 15:0.2735294117647059 11:0.25941176470588234 5:0.2076470588235294 7:0.13470588235294118 2:0.057058823529411766 13:0.014705882352941176 4:0.012352941176470587 12:0.007647058823529412 17:0.007647058823529412 0:0.007647058823529412 8:0.005294117647058823 1:0.0029411764705882353 6:0.0029411764705882353 10:0.0029411764705882353 14:5.88235294117647E-4 16:5.88235294117647E-4 18:5.88235294117647E-4 19:5.88235294117647E-4 3:5.88235294117647E-4 9:5.88235294117647E-4
AP890107-0028 17:0.33083832335329344 15:0.26497005988023953 11:0.09730538922155689 7:0.09730538922155689 5:0.07934131736526946 9:0.0374251497005988 4:0.025449101796407185 12:0.019461077844311378 18:0.019461077844311378 1:0.0074850299401197605 2:0.0074850299401197605 13:0.0014970059880239522 14:0.0014970059880239522 16:0.0014970059880239522 19:0.0014970059880239522 0:0.0014970059880239522 3:0.0014970059880239522 6:0.0014970059880239522 8:0.0014970059880239522 10:0.0014970059880239522
AP890107-0079 12:0.39302600472813237 2:0.2511820330969267 7:0.1235224586288416 4:0.07624113475177305 11:0.06914893617021277 17:0.04550827423167849 16:0.012411347517730497 3:0.01004728132387707 9:0.0076832151300236405 13:0.002955082742316785 6:0.002955082742316785 14:5.91016548463357E-4 15:5.91016548463357E-4 18:5.91016548463357E-4 19:5.91016548463357E-4 0:5.91016548463357E-4 1:5.91016548463357E-4 5:5.91016548463357E-4 8:5.91016548463357E-4 10:5.91016548463357E-4
AP890107-0154 15:0.20654121863799282 18:0.1527777777777778 17:0.13844086021505375 7:0.10797491039426524 11:0.08288530465949821 8:0.06317204301075269 5:0.05600358422939068 9:0.04704301075268817 0:0.036290322580645164 12:0.029121863799283155 2:0.029121863799283155 13:0.011200716845878136 4:0.011200716845878136 1:0.009408602150537635 6:0.0076164874551971325 3:0.005824372759856631 16:0.002240143369175627 19:0.002240143369175627 14:4.4802867383512545E-4 10:4.4802867383512545E-4
AP890108-0004 11:0.3312146892655367 8:0.2662429378531073 7:0.1306497175141243 0:0.10240112994350282 17:0.03742937853107345 1:0.03742937853107345 15:0.028954802259887006 18:0.023305084745762712 14:0.012005649717514125 10:0.009180790960451978 13:0.006355932203389831 16:0.006355932203389831 4:0.0035310734463276836 12:7.062146892655367E-4 19:7.062146892655367E-4 2:7.062146892655367E-4 3:7.062146892655367E-4 5:7.062146892655367E-4 6:7.062146892655367E-4 9:7.062146892655367E-4
AP890109-0018 2:0.4418238993710692 12:0.12735849056603774 3:0.12106918238993711 4:0.11477987421383648 7:0.08333333333333333 11:0.07075471698113207 17:0.014150943396226415 8:0.007861635220125786 13:0.0015723270440251573 14:0.0015723270440251573 15:0.0015723270440251573 16:0.0015723270440251573 18:0.0015723270440251573 19:0.0015723270440251573 0:0.0015723270440251573 1:0.0015723270440251573 5:0.0015723270440251573 6:0.0015723270440251573 9:0.0015723270440251573 10:0.0015723270440251573
AP890109-0154 11:0.5430327868852459 17:0.17418032786885246 7:0.07581967213114754 16:0.06762295081967214 13:0.0430327868852459 0:0.02663934426229508 4:0.018442622950819672 10:0.018442622950819672 5:0.010245901639344262 12:0.0020491803278688526 14:0.0020491803278688526 15:0.0020491803278688526 18:0.0020491803278688526 19:0.0020491803278688526 1:0.0020491803278688526 2:0.0020491803278688526 3:0.0020491803278688526 6:0.0020491803278688526 8:0.0020491803278688526 9:0.0020491803278688526
AP890109-0218 7:0.29694835680751175 8:0.2312206572769953 11:0.21244131455399062 14:0.09507042253521127 17:0.0528169014084507 6:0.03873239436619718 15:0.03403755868544601 1:0.015258215962441314 2:0.005868544600938967 5:0.005868544600938967 12:0.0011737089201877935 13:0.0011737089201877935 16:0.0011737089201877935 18:0.0011737089201877935 19:0.0011737089201877935 0:0.0011737089201877935 3:0.0011737089201877935 4:0.0011737089201877935 9:0.0011737089201877935 10:0.0011737089201877935
AP890109-0230 2:0.46256345177664976 14:0.21637055837563451 12:0.11738578680203046 7:0.08692893401015228 3:0.05139593908629442 4:0.028553299492385786 8:0.010786802030456852 15:0.008248730964467006 11:0.005710659898477157 13:0.0031725888324873096 10:0.0031725888324873096 16:6.345177664974619E-4 17:6.345177664974619E-4 18:6.345177664974619E-4 19:6.345177664974619E-4 0:6.345177664974619E-4 1:6.345177664974619E-4 5:6.345177664974619E-4 6:6.345177664974619E-4 9:6.345177664974619E-4
AP890110-0023 14:0.4727653631284916 12:0.22695530726256982 2:0.16550279329608938 7:0.05656424581005587 15:0.025837988826815643 19:0.011871508379888268 4:0.011871508379888268 5:0.009078212290502794 8:0.006284916201117319 16:0.0034916201117318434 10:0.0034916201117318434 11:6.983240223463687E-4 13:6.983240223463687E-4 17:6.983240223463687E-4 18:6.983240223463687E-4 0:6.983240223463687E-4 1:6.983240223463687E-4 3:6.983240223463687E-4 6:6.983240223463687E-4 9:6.983240223463687E-4
AP890111-0085 7:0.17592592592592593 18:0.14629629629629629 17:0.13148148148148148 2:0.13148148148148148 4:0.08703703703703704 12:0.07962962962962963 11:0.06975308641975309 19:0.04506172839506173 0:0.022839506172839506 1:0.022839506172839506 3:0.020370370370370372 10:0.020370370370370372 16:0.017901234567901235 5:0.015432098765432098 15:0.005555555555555556 8:0.0030864197530864196 9:0.0030864197530864196 13:6.172839506172839E-4 14:6.172839506172839E-4 6:6.172839506172839E-4
AP890111-0099 11:0.4360759493670886 17:0.13987341772151898 7:0.1069620253164557 18:0.08417721518987342 0:0.048734177215189876 15:0.046202531645569624 12:0.028481012658227847 16:0.025949367088607594 8:0.02088607594936709 14:0.018354430379746836 5:0.013291139240506329 10:0.013291139240506329 1:0.010759493670886076 4:0.0031645569620253164 13:6.329113924050633E-4 19:6.329113924050633E-4 2:6.329113924050633E-4 3:6.329113924050633E-4 6:6.329113924050633E-4 9:6.329113924050633E-4
AP890111-0222 11:0.4734848484848485 17:0.15227272727272728 8:0.11893939393939394 18:0.07954545454545454 7:0.07348484848484849 15:0.02196969696969697 19:0.01893939393939394 14:0.015909090909090907 0:0.009848484848484848 2:0.009848484848484848 10:0.009848484848484848 12:0.003787878787878788 13:0.003787878787878788 9:0.003787878787878788 16:7.575757575757576E-4 1:7.575757575757576E-4 3:7.575757575757576E-4 4:7.575757575757576E-4 5:7.575757575757576E-4 6:7.575757575757576E-4
AP890112-0006 11:0.4307324840764331 17:0.28105095541401276 7:0.13455414012738853 19:0.05493630573248408 8:0.03901273885350318 1:0.02308917197452229 15:0.019904458598726114 13:0.007165605095541401 12:7.961783439490446E-4 14:7.961783439490446E-4 16:7.961783439490446E-4 18:7.961783439490446E-4 0:7.961783439490446E-4 2:7.961783439490446E-4 3:7.961783439490446E-4 4:7.961783439490446E-4 5:7.961783439490446E-4 6:7.961783439490446E-4 9:7.961783439490446E-4 10:7.961783439490446E-4
AP890112-0012 3:0.23663101604278075 2:0.23128342245989306 12:0.20454545454545456 7:0.11898395721925134 19:0.06550802139037433 1:0.03342245989304813 4:0.02807486631016043 0:0.022727272727272728 6:0.017379679144385027 18:0.012032085561497326 9:0.012032085561497326 14:0.0066844919786096255 11:0.001336898395721925 13:0.001336898395721925 15:0.001336898395721925 16:0.001336898395721925 17:0.001336898395721925 5:0.001336898395721925 8:0.001336898395721925 10:0.001336898395721925
AP890112-0100 11:0.45408163265306123 15:0.1388888888888889 7:0.09580498866213152 17:0.0935374149659864 8:0.06179138321995465 18:0.0481859410430839 19:0.041383219954648526 1:0.01870748299319728 0:0.016439909297052153 12:0.00963718820861678 4:0.007369614512471655 13:0.00510204081632653 5:0.00510204081632653 14:5.668934240362812E-4 16:5.668934240362812E-4 2:5.668934240362812E-4 3:5.668934240362812E-4 6:5.668934240362812E-4 9:5.668934240362812E-4 10:5.668934240362812E-4
AP890112-0101 1:0.29736842105263156 17:0.2657894736842105 9:0.1394736842105263 6:0.09736842105263158 7:0.06578947368421052 15:0.04473684210526316 14:0.02368421052631579 18:0.013157894736842105 3:0.013157894736842105 10:0.013157894736842105 11:0.002631578947368421 12:0.002631578947368421 13:0.002631578947368421 16:0.002631578947368421 19:0.002631578947368421 0:0.002631578947368421 2:0.002631578947368421 4:0.002631578947368421 5:0.002631578947368421 8:0.002631578947368421
AP890112-0105 2:0.5188442211055276 12:0.24246231155778894 7:0.10678391959798995 3:0.0414572864321608 4:0.0364321608040201 10:0.031407035175879394 0:0.00628140703517588 11:0.001256281407035176 13:0.001256281407035176 14:0.001256281407035176 15:0.001256281407035176 16:0.001256281407035176 17:0.001256281407035176 18:0.001256281407035176 19:0.001256281407035176 1:0.001256281407035176 5:0.001256281407035176 6:0.001256281407035176 8:0.001256281407035176 9:0.001256281407035176
AP890112-0192 12:0.3614754098360656 2:0.3155737704918033 7:0.08278688524590164 10:0.07950819672131147 16:0.07295081967213114 14:0.04672131147540984 4:0.013934426229508197 15:0.007377049180327869 13:0.004098360655737705 17:0.004098360655737705 6:0.004098360655737705 11:8.19672131147541E-4 18:8.19672131147541E-4 19:8.19672131147541E-4 0:8.19672131147541E-4 1:8.19672131147541E-4 3:8.19672131147541E-4 5:8.19672131147541E-4 8:8.19672131147541E-4 9:8.19672131147541E-4
AP890113-0030 11:0.5203125 17:0.1453125 12:0.1140625 3:0.0515625 7:0.0453125 10:0.0453125 4:0.0265625 18:0.0203125 13:0.0140625 14:0.0015625 15:0.0015625 16:0.0015625 19:0.0015625 0:0.0015625 1:0.0015625 2:0.0015625 5:0.0015625 6:0.0015625 8:0.0015625 9:0.0015625
AP890113-0136 2:0.3423217550274223 12:0.27285191956124316 10:0.17595978062157222 14:0.090036563071298 7:0.08272394881170018 16:0.013254113345521023 1:0.007769652650822669 0:0.004113345521023766 9:0.004113345521023766 19:0.0022851919561243145 11:4.570383912248629E-4 13:4.570383912248629E-4 15:4.570383912248629E-4 17:4.570383912248629E-4 18:4.570383912248629E-4 3:4.570383912248629E-4 4:4.570383912248629E-4 5:4.570383912248629E-4 6:4.570383912248629E-4 8:4.570383912248629E-4
AP890113-0197 9:0.5415492957746478 19:0.12464788732394366 2:0.10211267605633803 14:0.05985915492957746 7:0.04295774647887324 11:0.028873239436619718 17:0.020422535211267606 16:0.017605633802816902 4:0.017605633802816902 5:0.014788732394366197 18:0.009154929577464789 1:0.009154929577464789 15:0.0035211267605633804 3:0.0035211267605633804 12:7.042253521126761E-4 13:7.042253521126761E-4 0:7.042253521126761E-4 6:7.042253521126761E-4 8:7.042253521126761E-4 10:7.042253521126761E-4
AP890113-0231 11:0.3216346153846154 8:0.1735576923076923 17:0.11586538461538462 7:0.10240384615384615 18:0.04855769230769231 1:0.040865384615384616 9:0.03317307692307692 0:0.03125 3:0.029326923076923077 4:0.029326923076923077 15:0.027403846153846154 12:0.021634615384615384 5:0.008173076923076924 10:0.00625 13:0.004326923076923077 2:0.004326923076923077 14:4.807692307692308E-4 16:4.807692307692308E-4 19:4.807692307692308E-4 6:4.807692307692308E-4
AP890114-0005 12:0.3296232876712329 2:0.3193493150684932 10:0.15154109589041095 16:0.07277397260273973 7:0.0351027397260274 11:0.031678082191780824 15:0.01797945205479452 4:0.014554794520547944 3:0.01113013698630137 17:0.004280821917808219 8:0.004280821917808219 13:8.561643835616438E-4 14:8.561643835616438E-4 18:8.561643835616438E-4 19:8.561643835616438E-4 0:8.561643835616438E-4 1:8.561643835616438E-4 5:8.561643835616438E-4 6:8.561643835616438E-4 9:8.561643835616438E-4
AP890114-0064 19:0.2432634730538922 7:0.19835329341317365 15:0.12350299401197605 11:0.11751497005988024 5:0.0845808383233533 17:0.07559880239520958 8:0.048652694610778445 3:0.04266467065868264 0:0.021706586826347306 13:0.012724550898203593 2:0.012724550898203593 14:0.009730538922155689 4:0.0037425149700598802 12:7.485029940119761E-4 16:7.485029940119761E-4 18:7.485029940119761E-4 1:7.485029940119761E-4 6:7.485029940119761E-4 9:7.485029940119761E-4 10:7.485029940119761E-4
AP890114-0102 11:0.5894004282655246 17:0.10546038543897217 7:0.10331905781584583 15:0.04978586723768737 9:0.032655246252676656 18:0.026231263383297645 4:0.026231263383297645 8:0.024089935760171308 13:0.015524625267665952 0:0.009100642398286937 16:0.006959314775160599 5:0.006959314775160599 12:5.353319057815846E-4 14:5.353319057815846E-4 19:5.353319057815846E-4 1:5.353319057815846E-4 2:5.353319057815846E-4 3:5.353319057815846E-4 6:5.353319057815846E-4 10:5.353319057815846E-4
AP890116-0076 1:0.3806818181818182 8:0.3806818181818182 9:0.08522727272727272 0:0.04734848484848485 6:0.02462121212121212 13:0.017045454545454544 16:0.00946969696969697 2:0.00946969696969697 5:0.00946969696969697 7:0.00946969696969697 10:0.00946969696969697 11:0.001893939393939394 12:0.001893939393939394 14:0.001893939393939394 15:0.001893939393939394 17:0.001893939393939394 18:0.001893939393939394 19:0.001893939393939394 3:0.001893939393939394 4:0.001893939393939394
AP890116-0170 0:0.31402439024390244 11:0.1758130081300813 17:0.14735772357723578 18:0.13109756097560976 16:0.04573170731707317 4:0.04573170731707317 15:0.03353658536585366 1:0.03353658536585366 8:0.029471544715447155 6:0.013211382113821139 9:0.009146341463414634 12:0.00508130081300813 3:0.00508130081300813 7:0.00508130081300813 13:0.0010162601626016261 14:0.0010162601626016261 19:0.0010162601626016261 2:0.0010162601626016261 5:0.0010162601626016261 10:0.0010162601626016261
AP890116-0174 11:0.4211783439490446 1:0.37022292993630573 7:0.1377388535031847 3:0.019904458598726114 8:0.016719745222929936 12:0.007165605095541401 17:0.003980891719745223 19:0.003980891719745223 2:0.003980891719745223 4:0.003980891719745223 9:0.003980891719745223 13:7.961783439490446E-4 14:7.961783439490446E-4 15:7.961783439490446E-4 16:7.961783439490446E-4 18:7.961783439490446E-4 0:7.961783439490446E-4 5:7.961783439490446E-4 6:7.961783439490446E-4 10:7.961783439490446E-4
AP890117-0040 11:0.6468978102189781 7:0.1468978102189781 17:0.0739051094890511 14:0.04105839416058394 0:0.02645985401459854 8:0.01916058394160584 15:0.008211678832116789 5:0.008211678832116789 16:0.004562043795620438 18:0.004562043795620438 19:0.004562043795620438 4:0.004562043795620438 6:0.004562043795620438 12:9.124087591240876E-4 13:9.124087591240876E-4 1:9.124087591240876E-4 2:9.124087591240876E-4 3:9.124087591240876E-4 9:9.124087591240876E-4 10:9.124087591240876E-4
AP890117-0091 1:0.43078512396694213 8:0.1952479338842975 11:0.12086776859504132 7:0.08367768595041322 6:0.05475206611570248 19:0.029958677685950414 15:0.02169421487603306 10:0.01756198347107438 12:0.013429752066115703 17:0.013429752066115703 14:0.005165289256198347 3:0.005165289256198347 13:0.0010330578512396695 16:0.0010330578512396695 18:0.0010330578512396695 0:0.0010330578512396695 2:0.0010330578512396695 4:0.0010330578512396695 5:0.0010330578512396695 9:0.0010330578512396695
AP890117-0108 1:0.4086102719033233 11:0.36631419939577037 7:0.1487915407854985 18:0.04607250755287009 12:0.009818731117824773 15:0.0037764350453172208 19:0.0037764350453172208 10:0.0037764350453172208 13:7.552870090634441E-4 14:7.552870090634441E-4 16:7.552870090634441E-4 17:7.552870090634441E-4 0:7.552870090634441E-4 2:7.552870090634441E-4 3:7.552870090634441E-4 4:7.552870090634441E-4 5:7.552870090634441E-4 6:7.552870090634441E-4 8:7.552870090634441E-4 9:7.552870090634441E-4
AP890117-0115 1:0.3904833836858006 11:0.37537764350453173 7:0.14577039274924472 18:0.04909365558912387 12:0.015861027190332326 8:0.01283987915407855 13:7.552870090634441E-4 14:7.552870090634441E-4 15:7.552870090634441E-4 16:7.552870090634441E-4 17:7.552870090634441E-4 19:7.552870090634441E-4 0:7.552870090634441E-4 2:7.552870090634441E-4 3:7.552870090634441E-4 4:7.552870090634441E-4 5:7.552870090634441E-4 6:7.552870090634441E-4 9:7.552870090634441E-4 10:7.552870090634441E-4
AP890117-0167 11:0.45913461538461536 4:0.1674679487179487 2:0.12259615384615384 9:0.09695512820512821 7:0.09375 19:0.013621794871794872 3:0.013621794871794872 15:0.010416666666666666 16:0.007211538461538462 17:0.004006410256410256 5:0.004006410256410256 12:8.012820512820513E-4 13:8.012820512820513E-4 14:8.012820512820513E-4 18:8.012820512820513E-4 0:8.012820512820513E-4 1:8.012820512820513E-4 6:8.012820512820513E-4 8:8.012820512820513E-4 10:8.012820512820513E-4
